Tag,q20,Species,DBH_cm,Height,CC,Lianas,Illumination
6849,920,LONCLA,39.8,28.5,3,3,4
5654,1608,LONCLA,41.3,30.3,4,0,4
6192,1310,LONCLA,47.1,32.5,3,0,4
3153,3121,LUEHSE,21.5,12.8,3,3,3
5011,2009,LUEHSE,66.4,25.2,4,2,3
3036,3211,LUEHSE,108.3,26.3,1,3,3
4893,2110,LUEHSE,59.5,27.4,4,0,4
6161,1315,LUEHSE,57.8,28.5,2,4,4
520,4605,LUEHSE,74,28.6,3,2,4
5300,1804,LUEHSE,102.7,30,4,3,4
51,4916,LUEHSE,74.1,31.5,4,2,3
2374,3619,LUEHSE,87.8,33.7,4,0,4
4030,2611,LUEHSE,84.5,34.6,4,2,3
4806,2124,LUEHSE,81.8,35.1,4,3,4
6323,1207,LUEHSE,79.3,35.2,3,4,4
42275,4314,MACRGL,33,20.5,4,0,3
264241,24,MICOAR,25.3,15.5,3,4,2
435304,3516,MICOAR,20,16.8,4,0,3
251599,208,MICOAR,22.1,19.5,4,0,3
147603,2316,MICOAR,22.7,21,4,0,3
133241,2620,MICOAR,27.3,24,4,0,2
137,4904,MYROFR,41.1,30.9,4,4,4
4869,2115,MYROFR,46.3,32.7,4,0,4
244145,420,NECTCI,29.7,22.6,4,0,1
821506,2116,OCHRPY,32.5,24.4,4,0,5
204305,1223,OCHRPY,70.4,26.1,4,0,4
133246,2620,OCOTOB,22.1,18.6,4,1,2
64279,3921,OCOTOB,27.5,19.3,2,0,3
539281,3921,OCOTOB,34.1,23.9,4,0,3
10607,4811,OCOTPU,74.2,30.9,4,3,4
128846,4921,OCOTWH,25.3,17.9,4,1,3
12746,4823,OCOTWH,45.3,21.5,3,3,3
2208,3705,OCOTWH,83.8,24.5,2,3,3
85629,3403,OCOTWH,42.2,25.8,4,4,4
1338,4221,OCOTWH,68.9,29.7,3,1,3
913,4412,OCOTWH,85.6,30.9,3,0,3
1364,4224,OCOTWH,81.9,31.7,4,0,4
960,4418,OCOTWH,56,32.3,2,0,3
2015,3816,ORMOCR,98.2,38.9,4,0,4
2858,3312,ORMOMA,74.8,31.6,4,2,4
5955,1406,ORMOMA,64.4,34.9,4,4,5
45186,4800,PHOECI,37.1,23.9,4,1,4
6831,922,PIT1MA,92.9,37.1,4,0,4
8214,120,PLA1PI,53.9,27.5,4,4,4
5633,1604,PLA1PI,45,31.1,3,1,4
7362,608,PLA1PI,72,32.5,4,2,4
3258,3106,PLA1PI,62.3,32.7,4,3,4
4394,2415,PLA1PI,76.2,35,3,4,4
3003,3207,PLA1PI,79.5,35.2,2,4,4
7691,406,PLA1PI,85.2,36.1,4,1,4
5988,1410,PLA1PI,60.5,40.5,4,2,4
3252,3107,PLA2EL,47.3,27.1,4,1,4
5746,1623,PLA2EL,101.2,31.7,4,2,5
2384,3620,PLA2EL,107.3,34.1,4,2,5
6444,1222,PLA2EL,68.4,34.9,4,0,5
5337,1811,PLA2EL,86.4,35.5,4,0,5
4431,2421,PLA2EL,137.5,35.9,4,1,5
2059,3823,PLA2EL,134.5,36.1,4,2,4
3946,2702,PLA2EL,89.5,36.2,3,4,4
7030,806,PLA2EL,59.5,36.3,4,0,5
4391,2414,PLA2EL,98.5,36.6,4,1,5
7072,813,PLA2EL,119.6,39.7,4,0,4
406133,608,POCHQU,34,23.7,4,2,3
97481,3212,POULAR,21,13,4,0,3
42250,4314,POULAR,23,14.5,4,3,3
141595,2408,POULAR,26,16.5,1,3,2
54559,4124,POULAR,26.1,18.7,3,0,3
28141,4616,POULAR,28.4,19.5,4,1,2
39175,4423,POULAR,42.8,20.5,3,4,3
52504,4112,POULAR,34.5,21.3,3,4,3
1280,4214,POULAR,33.3,26.5,4,0,3
41568,4309,POULAR,44.4,26.9,4,0,3
28494,4617,POULAR,43,27.9,4,1,4
871,4406,POULAR,46.9,30.1,4,0,3
1869,3907,POULAR,57.2,30.3,3,0,3
951,4417,POULAR,58.7,30.5,4,1,3
1258,4211,POULAR,53,31.5,3,0,4
363,4716,POULAR,50.8,32.1,4,0,3
4621,2301,POULAR,83.8,32.2,4,0,3
1099,4311,POULAR,95.9,32.3,4,0,4
218488,919,POULAR,49.4,32.7,4,0,3
954,4417,POULAR,49.8,34.3,4,0,4
967,4420,POULAR,54,36.3,4,0,4
956,4418,POULAR,62.9,37.9,4,0,4
2567,3502,POULAR,81.2,43.4,4,0,4
400788,20,POURBI,44,19.2,4,0,3
4520,2317,POUTFO,43.1,33.4,4,0,3
240566,402,POUTRE,22,15.9,4,3,2
166645,1911,POUTRE,23.6,16.3,4,0,3
166686,1912,POUTRE,27.5,17.7,4,1,2
176101,1707,POUTRE,25.3,19.3,4,2,3
186009,1504,POUTRE,24.7,20.1,4,1,1
211500,1008,POUTRE,37.5,20.7,4,0,3
153,4901,POUTRE,43.1,21.7,4,4,4
269592,419,POUTRE,42.1,22.1,4,4,3
207820,1115,POUTRE,29.4,22.5,4,3,3
5162,1918,POUTRE,36.2,24.3,4,2,4
144694,2424,POUTRE,39,24.7,4,1,3
5542,1707,POUTRE,56.7,25.5,2,4,4
167104,1916,POUTRE,35.9,25.9,4,0,3
187351,1512,POUTRE,45.2,26.1,4,0,3
4751,2219,POUTRE,69.6,27.6,4,4,4
4759,2220,POUTRE,42.3,27.8,4,4,4
5674,1612,POUTRE,36.4,28.1,4,0,3
5177,1915,POUTRE,60.9,28.4,4,1,3
4899,2109,POUTRE,54.8,29.4,4,0,3
75,4912,POUTRE,52.3,29.5,4,0,4
5949,1404,POUTRE,45,30.5,4,0,4
892,4409,POUTRE,79.5,31.7,4,1,4
870,4406,POUTRE,59,32.2,4,2,4
13123,506,POUTRE,55.7,32.3,4,1,4
1462,4112,POUTRE,56.4,32.3,4,0,3
7655,402,POUTRE,81,34.3,4,4,4
273,4817,POUTRE,47.5,34.7,4,0,4
45758,4804,POUTST,23.2,16.9,4,4,3
165795,1905,POUTST,22.7,17,4,0,3
4059,2616,POUTST,35.7,22.6,0,0,0
87926,3416,PRI2CO,21.7,13.2,4,4,3
272969,705,PRI2CO,21.7,15.3,4,0,2
181032,1605,PRI2CO,26.7,15.3,4,4,2
93156,3315,PRI2CO,30.8,15.4,4,3,3
138876,2523,PRI2CO,21.2,17.4,4,0,2
137753,2516,PRI2CO,26.8,17.8,4,0,3
7033,806,PRI2CO,26.6,17.9,4,1,2
4587,2306,PRI2CO,32,18,4,4,2
77147,3613,PRI2CO,29.9,18.2,4,0,3
132912,2617,PRI2CO,26.8,19.4,4,2,3
131302,2608,PRI2CO,36.3,20.6,4,4,4
7622,502,PRI2CO,45,21.1,4,2,2
5970,1407,PRI2CO,45,24.1,4,4,4
146718,2309,PRI2CO,45.8,26,4,0,4
7618,503,PRI2CO,47.4,26.3,4,1,3
7319,601,PRI2CO,63,26.5,4,3,4
5993,1411,PRI2CO,66.5,26.5,3,2,4
6559,1108,PRI2CO,66,28.9,2,3,4
7554,511,PRI2CO,75.6,30.5,4,3,4
5565,1704,PRI2CO,94.3,30.5,4,0,4
5847,1510,PRI2CO,94.5,31.7,4,0,4
5517,1711,PRI2CO,84.4,32.7,1,0,3
7028,805,PRI2CO,68,32.9,4,4,4
825,4501,PRI2CO,64.7,33.1,4,4,5
7594,506,PRI2CO,70.9,33.1,4,4,4
5953,1405,PRI2CO,78.4,33.1,2,3,4
5966,1407,PRI2CO,60,33.3,4,0,4
5960,1406,PRI2CO,63.5,33.5,4,4,5
3851,2717,PRI2CO,94.5,33.6,4,1,3
5655,1608,PRI2CO,81.4,33.7,4,0,4
3420,3017,PRI2CO,91,33.8,4,3,5
7360,608,PRI2CO,51.6,34,4,1,4
8705,1804,PRI2CO,97.4,34,4,4,4
5060,2018,PRI2CO,90,34.3,4,1,4
5981,1409,PRI2CO,120.6,34.3,4,1,4
3961,2600,PRI2CO,89,34.4,4,0,4
5293,1803,PRI2CO,106.8,34.5,2,1,4
3245,3108,PRI2CO,84.7,34.9,4,0,4
141,4903,PRI2CO,95,34.9,4,0,4
6292,1203,PRI2CO,92,35.1,3,4,4
7298,701,PRI2CO,97.7,35.1,2,4,4
5291,1803,PRI2CO,125.5,35.1,3,0,4
2471,3516,PRI2CO,98.2,35.4,4,0,5
6290,1202,PRI2CO,85.2,35.9,4,4,3
5968,1407,PRI2CO,57.3,36.1,4,0,4
6568,1106,PRI2CO,120,36.1,4,1,4
4583,2306,PRI2CO,102.5,36.2,4,0,4
6648,1003,PRI2CO,83,36.3,4,0,4
8333,103,PRI2CO,91.8,36.3,4,3,5
6257,1300,PRI2CO,111.7,36.5,4,1,4
4920,2106,PRI2CO,89.8,36.7,4,0,4
5906,1502,PRI2CO,72.8,37.1,3,4,3
1669,4014,PRI2CO,84.7,37.1,4,0,4
6967,902,PRI2CO,101.7,37.1,4,0,4
4652,2203,PRI2CO,110.1,37.2,4,0,4
5675,1612,PRI2CO,114.7,37.7,4,1,4
7344,605,PRI2CO,99.5,37.9,4,0,5
8023,206,PRI2CO,99.7,37.9,3,2,4
5943,1404,PRI2CO,95.4,38.3,3,4,4
7323,603,PRI2CO,95.7,38.5,4,1,4
6240,1302,PRI2CO,102.7,38.5,2,4,4
6937,907,PRI2CO,112.7,38.5,4,0,5
4035,2612,PRI2CO,110.4,39.7,4,0,4
5927,1402,PRI2CO,87,40.1,4,1,3
5262,1900,PRI2CO,97.4,40.1,4,0,4
6550,1109,PRI2CO,89.6,40.5,4,2,5
5931,1402,PRI2CO,95.7,40.5,4,1,4
3764,2817,PRI2CO,86.2,40.8,4,0,4
7287,703,PRI2CO,106.5,41.3,4,1,4
7256,708,PRI2CO,96.8,41.9,4,1,5
6970,902,PRI2CO,102.4,42.1,4,3,4
5215,1908,PRI2CO,132.3,42.6,4,1,4
6100,1323,PROTTE,28.2,14.3,4,4,4
125668,4904,PROTTE,21.2,14.8,4,0,3
3757,2816,PROTTE,27.9,14.8,4,2,1
31454,4507,PROTTE,26.6,17.1,4,3,3
7226,713,PROTTE,51.1,17.3,3,3,3
206404,1108,PROTTE,24.9,17.5,4,2,3
153236,2221,PROTTE,24.4,18.7,4,1,4
263544,20,PROTTE,21.6,19.1,4,3,3
10592,4811,PROTTE,24.4,19.1,4,1,2
7,4923,PROTTE,48.1,20.9,4,4,3
73200,3717,PROTTE,32.4,21.3,4,4,4
8530,23,PROTTE,45.3,21.4,4,0,3
672,4521,PROTTE,29.7,21.5,4,0,3
4672,2206,PROTTE,37.3,22.3,4,3,3
966,4420,PROTTE,34.5,25.1,4,0,3
4873,2114,PSE1SE,43.4,25.1,4,0,5
2768,3324,PSE1SE,113.2,34.4,4,0,4
4850,2118,PSE1SE,130.3,35.6,4,0,5
4011,2608,PSE1SE,62.4,36.6,4,3,4
4610,2302,PSE1SE,99.1,39,4,1,4
4783,2222,QUARAS,27.1,16.5,4,4,2
253130,216,QUARAS,20.5,16.7,4,1,3
137766,2516,QUARAS,23.5,17,1,1,3
197469,1305,QUARAS,23,17.9,4,4,3
18944,4221,QUARAS,23,18.1,4,0,2
153473,2222,QUARAS,20.9,18.6,4,4,3
5602,1700,QUARAS,45.8,18.6,2,4,3
146465,2308,QUARAS,22.3,19.04,4,1,3
171109,1807,QUARAS,28,19.2,4,0,3
76576,3609,QUARAS,25.9,19.3,4,4,2
6848,920,QUARAS,31.7,19.5,3,1,3
4766,2221,QUARAS,40.5,21.2,3,4,3
67845,3814,QUARAS,28.1,21.3,2,4,3
5636,1604,QUARAS,34,21.7,4,1,3
5284,1802,QUARAS,38,21.8,4,2,3
1072,4315,QUARAS,46.5,22.2,4,3,3
1393,4120,QUARAS,24.8,22.7,4,0,3
204083,1222,QUARAS,46.3,22.7,4,1,3
1717,4020,QUARAS,47.3,22.9,3,1,3
56970,4020,QUARAS,27.7,23.1,4,1,3
85,4911,QUARAS,48.9,23.5,4,0,3
4591,2305,QUARAS,51.3,23.9,4,1,3
8248,115,QUARAS,46.9,24.1,2,4,4
239332,523,QUARAS,37.9,24.3,4,0,3
8515,21,QUARAS,49.4,24.4,4,1,4
7664,403,QUARAS,41.9,24.5,4,0,3
2176,3711,QUARAS,40.9,24.9,4,0,3
4352,2408,QUARAS,53.7,24.9,4,4,3
1985,3810,QUARAS,42.2,25.1,4,1,4
7669,403,QUARAS,44.2,25.1,4,0,4
2337,3613,QUARAS,53.2,25.3,4,0,3
5016,2010,QUARAS,59.2,25.4,4,0,4
5896,1504,QUARAS,71.4,25.7,3,0,4
289,4820,QUARAS,67,26.1,3,2,5
781,4507,QUARAS,42.9,26.5,4,0,3
612,4620,QUARAS,52.1,26.5,4,0,4
6712,1008,QUARAS,56.4,26.7,4,0,4
2318,3610,QUARAS,57,26.7,3,4,4
1292,4215,QUARAS,38.2,27.3,4,0,4
4999,2007,QUARAS,40.3,27.3,4,0,3
1728,4021,QUARAS,42.1,27.7,4,0,4
1979,3810,QUARAS,54.4,28.3,4,0,4
4521,2317,QUARAS,53.3,28.4,4,0,3
3545,2915,QUARAS,93.2,28.4,3,0,4
2134,3717,QUARAS,55.5,28.5,4,0,4
6752,1015,QUARAS,57.9,28.7,4,0,4
7274,705,QUARAS,44.7,29.3,4,0,3
3738,2813,QUARAS,61,29.8,4,0,3
3402,3015,QUARAS,57.3,30,4,0,4
8049,209,QUARAS,56.7,30.01,4,4,4
360,4717,QUARAS,44.3,30.2,4,0,4
784,4507,QUARAS,73.4,30.3,4,0,4
970,4420,QUARAS,53,30.5,4,0,4
268,4817,QUARAS,57.1,30.7,4,0,4
757,4511,QUARAS,89.1,30.7,4,0,4
2563,3503,QUARAS,77.2,30.8,4,0,4
3639,2901,QUARAS,85.3,30.8,4,0,3
1241,4209,QUARAS,65,30.9,4,0,4
3037,3211,QUARAS,46.3,31,3,0,3
1326,4220,QUARAS,60.1,31.1,4,0,4
7475,523,QUARAS,71,31.7,2,0,4
5945,1404,QUARAS,62.4,31.9,4,0,4
1261,4212,QUARAS,65.2,31.9,3,0,4
867,4405,QUARAS,54.5,32.1,4,0,4
1281,4214,QUARAS,69.8,32.1,3,0,4
1036,4320,QUARAS,46.1,32.3,4,0,3
3231,3110,QUARAS,75,32.4,3,0,4
1378,4123,QUARAS,68.2,32.9,4,0,4
1098,4311,QUARAS,92.2,32.9,4,0,4
4473,2322,QUARAS,60,33.1,4,0,4
1052,4318,QUARAS,62,33.1,4,0,4
361,4717,QUARAS,80.2,33.1,4,0,4
1130,4307,QUARAS,63,33.6,4,0,4
366,4716,QUARAS,72.9,33.8,4,0,4
3191,3115,QUARAS,78.3,34.3,4,0,4
3406,3015,QUARAS,78.1,34.4,4,0,5
1449,4113,QUARAS,71.4,34.5,4,0,3
1161,4301,QUARAS,87.4,34.8,4,0,4
2591,3401,QUARAS,77,36.4,4,0,4
952,4417,QUARAS,77.5,37.1,4,0,4
3928,2705,QUARAS,93.2,37.4,3,0,4
1227,4208,QUARAS,76.7,38.7,4,0,4
935,4415,QUARAS,116.9,38.7,4,0,5
3000,3207,QUARAS,65,39.6,4,0,3
676,4521,RANDAR,21.2,12.5,2,3,2
285253,2016,SAPIAU,20.9,17.4,4,0,3
491,4601,SAPIAU,67.8,37.1,2,1,4
977,4422,SAPISP,41.7,29.1,4,0,3
194104,1423,SIMAAM,27.4,15.7,4,4,3
152736,2218,SIMAAM,22.5,16.5,4,3,3
145949,2305,SIMAAM,28.6,21.8,4,4,3
190,4803,SIMAAM,45.1,26.7,4,1,3
129102,4923,SIMAAM,40.2,26.8,4,0,3
6747,1014,SIMAAM,63.2,29.5,4,0,3
227348,713,SIMAAM,49.3,31.1,4,2,4
233694,620,SIMAAM,59.1,31.5,4,0,4
2363,3617,SLOATE,37.2,20.5,3,4,4
237,4812,SLOATE,31,25.7,4,0,3
8211,120,SLOATE,36.4,26.6,4,4,4
1336,4221,SLOATE,31.5,27.5,4,0,3
3208,3113,SLOATE,123.9,36.4,4,2,5
2613,3405,SLOATE,82.5,37,4,1,5
6336,1208,SLOATE,88.6,37.8,4,3,4
7053,809,SLOATE,79.5,41.7,4,1,4
6168,1314,SPONMO,62.8,24,4,4,4
181499,1607,SPONMO,51,26.7,4,1,4
257846,115,SPONMO,55.9,29.1,3,0,4
7682,405,SPONMO,81.3,30.3,4,3,4
233,4812,SPONMO,69.2,32.3,4,3,4
6396,1216,SPONMO,88,35.3,4,4,5
1087,4313,SPONRA,36.5,24.9,4,0,3
449,4704,SPONRA,61.4,26.7,4,3,4
7823,323,SPONRA,65.2,27.1,4,0,5
7837,320,SPONRA,89.2,36.5,4,0,4
6165,1314,STERAP,42.1,25.1,4,0,3
170,4800,STERAP,62.9,28.9,4,3,4
2308,3609,STERAP,59.4,30.5,4,0,3
3617,2904,STERAP,92,37,4,0,4
1461,4112,STERAP,84.9,37.7,4,2,4
8038,208,STERAP,93.6,37.7,4,4,4
7284,703,STERAP,99.1,38.9,4,0,4
7235,712,SWARS1,23.8,14.1,2,2,2
7831,322,SYMPGL,46.3,28.9,4,0,4
1078,4314,TAB1GU,55.8,32.2,4,0,4
5058,2017,TAB1GU,76.4,32.6,3,4,4
7653,401,TAB1GU,97,32.9,3,2,4
8460,14,TAB1GU,102.5,36.5,4,4,5
3881,2713,TAB1GU,85.4,37.8,4,1,5
308,4824,TAB1GU,64.2,40.3,4,0,4
7659,402,TAB1RO,64.1,31.8,4,4,4
266,4816,TAB1RO,73.8,38.3,4,1,4
2603,3403,TAB1RO,55.6,38.4,4,0,4
2254,3600,TAB1RO,90.7,43.5,4,0,4
180138,1600,TAB2AR,23.7,16.3,4,4,3
6531,1114,TAB2AR,38.8,16.9,2,1,2
7440,619,TAB2AR,44.8,16.9,4,3,2
203946,1222,TAB2AR,31.6,17.2,4,1,3
3452,3021,TAB2AR,39.8,18.4,4,4,3
5892,1504,TAB2AR,51.5,18.5,4,1,3
7230,712,TAB2AR,43.8,18.7,2,1,3
4904,2108,TAB2AR,38.1,19.4,2,4,3
7177,720,TAB2AR,40.4,19.9,4,4,3
6789,1020,TAB2AR,50.8,19.9,3,4,3
84,4912,TAB2AR,34.5,20.1,4,1,3
7820,323,TAB2AR,51,20.1,4,4,3
7912,308,TAB2AR,35.4,20.3,4,1,3
158103,2118,TAB2AR,34.8,20.8,4,3,3
4140,2520,TAB2AR,47.8,21,3,4,3
4083,2620,TAB2AR,41,21.1,4,1,3
6779,1019,TAB2AR,57,21.3,4,3,3
5670,1611,TAB2AR,33.3,21.7,4,1,3
2334,3612,TAB2AR,57.4,21.9,4,1,3
7390,612,TAB2AR,50.9,22.1,4,1,3
4217,2508,TAB2AR,43.3,22.4,4,4,3
239513,524,TAB2AR,32.9,23.5,4,1,3
214181,1020,TAB2AR,57.2,23.7,4,3,3
7320,601,TAB2AR,43.1,24.1,4,2,3
2916,3304,TAB2AR,68.5,24.4,4,2,3
6189,1310,TAB2AR,37.7,25.3,4,0,2
150579,2203,TAB2AR,45.8,25.7,4,0,2
6758,1015,TAB2AR,60.3,25.9,4,2,3
5044,2015,TAB2AR,49.4,27.1,4,0,3
4133,2521,TAB2AR,44.3,27.2,4,0,3
7036,806,TAB2AR,43.4,28.5,4,0,3
6020,1415,TAB2AR,83.7,35.5,4,0,4
112468,2912,TACHVE,21,19,4,4,2
214063,1020,TACHVE,29,21.3,4,0,4
228557,719,TACHVE,42.4,23.1,4,4,3
104784,3124,TACHVE,46.7,24.2,4,4,3
144491,2423,TACHVE,48.3,26.4,4,1,4
172362,1816,TACHVE,70.7,29.1,4,4,4
152868,2218,TACHVE,62.9,29.4,4,4,4
212886,1014,TACHVE,47.8,30.1,4,0,3
66360,3807,TACHVE,84.2,33.5,4,0,4
146382,2308,TACHVE,87.4,34.4,4,0,4
8357,100,TACHVE,98,37.1,4,0,4
2600,3403,TACHVE,91.5,38.4,4,1,4
6173,1313,TERMAM,80,31.1,4,3,4
147736,2317,TERMAM,44.8,32.7,4,0,4
141788,2409,TERMOB,30.8,20.8,4,0,3
3247,3107,TERMOB,57.5,29.6,2,3,4
230,4811,TERMOB,43.2,32.3,4,0,4
272,4817,TERMOB,48.5,38.7,4,0,4
274,4817,TERMOB,61.5,38.9,4,0,5
176109,1707,TET2PA,21.1,14.9,4,1,3
7401,613,TET2PA,26.2,15.9,3,4,3
4728,2216,TET2PA,42.2,20.2,4,1,3
197245,1304,TET2PA,26.2,20.5,4,3,3
5525,1710,TET2PA,44.7,21.9,4,4,3
142,4903,TET2PA,55,22.9,4,3,3
6185,1311,TET2PA,46.3,23.1,4,4,4
5053,2016,TET2PA,37.6,23.3,4,4,3
142883,2415,TET2PA,39.7,23.4,4,3,3
7066,812,TET2PA,39.3,23.7,3,4,3
287,4820,TET2PA,42.3,23.7,4,4,3
7233,712,TET2PA,49.3,24.3,4,4,4
5261,1901,TET2PA,41.6,24.8,4,1,3
4537,2314,TET2PA,37,25.2,4,2,3
238551,519,TET2PA,38.3,25.5,4,3,3
444,4704,TET2PA,40.4,26.7,4,4,4
877,4407,TET2PA,43.5,26.9,4,1,3
5322,1808,TET2PA,46.9,26.9,4,2,3
291,4820,TET2PA,55.9,26.9,4,3,4
1722,4021,TET2PA,57.3,27.3,4,0,4
5987,1410,TET2PA,48.4,27.5,4,1,3
6190,1310,TET2PA,57.4,28.3,4,4,3
4870,2115,TET2PA,50.2,28.4,4,4,3
228511,719,TET2PA,40.6,28.9,4,2,4
4671,2206,TET2PA,52.4,29.7,4,0,3
5327,1810,TET2PA,56.5,31.9,3,2,3
796,4506,TET2PA,57.9,32.5,4,0,3
2270,3603,TET2PA,49.4,34.5,4,0,4
5223,1907,TET2PA,76.4,35.4,4,2,4
268441,323,TRATAS,25.4,14.9,2,0,2
515114,1505,TRATAS,28.3,20.7,4,0,3
6784,1020,TRATAS,43.5,21.4,3,4,4
5159,1918,TRATAS,40.6,26.1,4,0,5
14900,4924,TRATAS,49,27.7,4,0,3
2268,3602,TRATAS,84.7,34.5,4,3,5
802484,223,TREMIN,21.3,11.8,4,2,2
705395,524,TREMMI,31,20.3,4,2,3
802380,222,TREMMI,24.8,22.2,4,0,4
195876,1324,TRI2PA,24.5,11.5,4,2,2
144637,2424,TRI2PA,20.8,15,4,1,2
6007,1413,TRI2TU,22.7,13.1,2,4,2
109477,3023,TRI2TU,21.1,14.6,4,4,3
16852,4210,TRI2TU,21.9,16.1,4,0,3
99492,3223,TRI2TU,33.2,16.7,4,3,4
6533,1114,TRI2TU,30.7,16.9,4,1,2
96434,3207,TRI2TU,25.2,17.8,4,2,3
122634,2715,TRI2TU,23.8,19,4,4,2
77018,3612,TRI2TU,21.5,19.1,4,4,4
63996,3920,TRI2TU,23.8,19.1,4,4,3
191898,1410,TRI2TU,24.5,19.1,4,0,2
167660,1919,TRI2TU,29.2,19.1,4,2,3
790,4506,TRI2TU,28.5,19.2,4,4,3
64001,3920,TRI2TU,24.5,19.5,3,4,3
1876,3906,TRI2TU,24.3,19.7,4,1,3
2504,3512,TRI2TU,25.4,19.8,2,4,2
75695,3604,TRI2TU,21.6,19.9,4,0,2
683,4520,TRI2TU,27,19.9,4,4,2
4604,2303,TRI2TU,28.7,20.4,4,1,2
233449,619,TRI2TU,28.1,20.5,4,4,3
91090,3304,TRI2TU,24.9,20.6,4,1,3
17999,4214,TRI2TU,23,20.7,4,0,2
7182,719,TRI2TU,37.6,20.9,4,1,4
165213,1901,TRI2TU,28.1,21.4,4,3,3
235346,502,TRI2TU,26.2,21.5,4,0,3
5217,1908,TRI2TU,30.4,21.6,4,1,2
76571,3609,TRI2TU,25.8,21.7,4,0,3
7660,402,TRI2TU,42.2,21.8,3,3,3
117371,2813,TRI2TU,23.4,22.2,4,3,2
6751,1015,TRI2TU,32.7,22.3,4,1,3
5154,1919,TRI2TU,38.4,22.3,4,4,3
8155,222,TRI2TU,38.6,22.3,4,4,3
8040,208,TRI2TU,37.9,22.7,4,1,3
6850,920,TRI2TU,41.2,22.7,4,4,4
3440,3020,TRI2TU,40,22.8,4,4,3
75482,3603,TRI2TU,26.4,22.9,4,0,3
6753,1015,TRI2TU,28.3,23.1,4,0,2
218826,920,TRI2TU,30.7,23.1,3,1,3
2144,3716,TRI2TU,43,23.1,2,4,3
8517,21,TRI2TU,40.2,23.2,4,2,3
82137,3512,TRI2TU,26.9,24.2,4,0,4
4867,2116,TRI2TU,36.8,24.3,4,3,3
5989,1410,TRI2TU,30.7,24.5,4,0,3
104880,3124,TRI2TU,40.6,24.8,4,1,3
1964,3806,TRI2TU,33.9,25.1,4,3,3
93,4911,TRI2TU,42.4,25.2,4,0,3
1773,3921,TRI2TU,41.2,25.5,4,0,3
181738,1608,TRI2TU,44.8,25.7,4,3,4
4386,2414,TRI2TU,40.2,26.1,3,0,3
6006,1413,TRI2TU,36.1,26.5,4,1,3
7498,520,TRI2TU,40.3,26.7,4,0,3
831,4500,TRI2TU,50.4,26.9,4,2,4
1783,3920,TRI2TU,45.7,27.1,4,0,4
2170,3711,TRI2TU,60.7,27.1,4,0,4
7598,506,TRI2TU,39.8,27.3,4,1,4
2006,3814,TRI2TU,42.5,27.3,4,0,3
7295,701,TRI2TU,42.2,27.5,4,1,4
6172,1313,TRI2TU,43,27.5,3,2,4
6744,1014,TRI2TU,46.7,27.5,4,0,3
213134,1015,TRI2TU,44,27.7,4,0,4
1030,4320,TRI2TU,42.3,28,4,0,4
213119,1015,TRI2TU,28.2,28.3,4,0,3
5332,1811,TRI2TU,39,28.3,4,1,3
4833,2120,TRI2TU,58,28.4,4,4,3
5198,1912,TRI2TU,59.5,29.2,4,1,3
5219,1907,TRI2TU,44.2,29.3,4,0,3
3413,3016,TRI2TU,45.5,29.4,4,0,3
1005,4323,TRI2TU,52.9,29.9,4,1,4
7398,613,TRI2TU,63.5,30,4,1,4
2139,3717,TRI2TU,38.4,33.1,4,1,3
2526,3509,TRIPCU,28.1,19,4,2,2
211619,1008,TRIPCU,21.2,25.3,4,0,3
66119,3806,TRIPCU,23.7,25.5,4,0,3
4007,2608,TURPOC,27.3,13.2,3,4,3
279523,1423,TURPOC,29,13.5,4,4,2
4847,2119,TURPOC,25.3,15.2,4,2,2
680,4520,UNONPI,22.5,18.7,4,4,2
61231,3907,UNONPI,21.3,20.7,4,0,3
7506,520,VIROSE,23.1,15.7,1,0,2
5598,1700,VIROSE,29.7,16.8,4,3,3
153697,2223,VIROSE,29.4,18.8,4,2,3
92519,3312,VIROSE,22.9,19.4,4,0,2
57083,4021,VIROSE,22.4,19.9,4,4,3
43966,2912,VIROSE,30.3,20.4,4,4,2
2328,3612,VIROSE,32.4,20.5,4,4,4
263675,21,VIROSE,24.5,20.6,4,2,3
1032,4320,VIROSE,25.5,20.7,4,0,3
158334,2119,VIROSE,28.1,21.1,4,3,2
3859,2716,VIROSE,27.5,22.4,3,4,2
26173,4606,VIROSE,31.9,22.5,4,0,4
7570,509,VIROSE,36.9,22.5,3,1,3
34140,4520,VIROSE,23.5,22.7,4,1,2
225889,705,VIROSE,36.1,23.1,4,0,4
2507,3512,VIROSE,32,24.4,4,0,5
1083,4314,VIROSE,30.5,27.3,4,0,4
448749,4824,VIROSE,47.2,33.3,4,0,4
4079,2620,VIROSP,43.9,34.8,4,0,4
39,4917,VIROSU,49.3,24.9,1,0,3
2527,3509,VIROSU,60,25,4,0,3
173469,1822,VIROSU,39,25.1,4,1,3
27972,4616,VIROSU,50.4,25.9,4,0,5
5894,1504,VIROSU,45.3,27.5,3,4,4
43022,4319,VIROSU,45.3,30.8,4,0,4
7665,403,VIROSU,44.5,31.3,4,0,4
8527,23,VIROSU,78.4,33.1,4,0,4
1330,4220,VIROSU,66.4,34,4,1,4
6896,912,VIROSU,55.3,34.1,4,0,4
42267,4314,VIROSU,55.5,35.5,4,0,4
588,4616,VIROSU,72.8,36,4,0,5
4078,2620,VIROSU,66,37.9,4,0,4
740,4512,VIROSU,92.3,39.7,4,0,5
