Tag,q20,Species,DBH_cm,Height,CC,Lianas,Illumination,no height,liana cat 1 height,liana cat 2 height
157093,2114,EUGECO,25,22.4,4,2,3,20.01827965,18.8525058,17.93305824
52503,4112,EUGENE,24.7,18.8,4,0,2,19.86940385,18.71229985,17.79969022
1251,4210,EUGENE,35.7,19.1,1,0,3,24.5303279,23.10179282,21.97510509
12488,4821,EUGENE,26.5,19.5,4,0,3,20.74180241,19.53389387,18.58121463
7361,608,EUGENE,33.5,24.5,4,0,2,23.71403712,22.33303911,21.24384394
5541,1708,EUGENE,31.5,15.1,2,1,3,22.92652047,21.59138386,20.53835964
141770,2409,EUGEOE,22.1,17.7,4,0,3,18.51677333,17.4384404,16.58795763
108402,3016,EUGEOE,30,24.8,4,0,3,22.30513482,21.00618489,19.98170117
176354,1708,EUGEOE,23.8,16.1,3,1,3,19.41408012,18.28349211,17.39179568
197229,1304,EUGEOE,29.8,19.1,4,1,3,22.22018497,20.92618214,19.90560019
251666,208,EUGEOE,27.6,18.9,4,2,2,21.25124557,20.01366937,19.0375912
146461,2308,EUGEOE,29.8,17.8,4,2,3,22.22018497,20.92618214,19.90560019
2371,3618,FICUC2,99.1,28.5,2,2,4,36.65496451,34.52034555,32.83676843
285887,2019,FICUOB,93,32.6,4,0,4,36.00866068,33.91167953,32.25778741
6022,1415,FICUOB,87.9,35.5,3,2,4,35.41894191,33.35630331,31.7294972
6716,1009,FICUPO,177,34.3,4,2,4,41.6238778,39.19989186,37.28809057
108,4908,FICUYO,92.4,38.5,4,0,4,35.94173733,33.84865349,32.19783518
4462,2323,FICUYO,71.2,32,4,1,3,33.09144859,31.16435265,29.64444923
4767,2221,GAR2MA,22.3,17.5,4,2,3,18.62496427,17.54033079,16.68487876
198936,1315,GENIAM,29.8,17.9,4,2,3,22.22018497,20.92618214,19.90560019
7626,502,GUAPST,72.2,27.7,3,0,4,33.25119401,31.31479522,29.78755463
4851,2118,GUAPST,48.5,28.2,3,0,3,28.44425473,26.78779029,25.48133434
5048,2015,GUAPST,51.8,29.4,4,0,3,29.26922745,27.56472033,26.22037306
230141,600,GUAPST,48.5,30.3,4,0,3,28.44425473,26.78779029,25.48133434
10799,4812,GUAPST,49.3,30.9,4,0,4,28.65009533,26.98164367,25.66573338
7496,520,GUAPST,90.1,35.5,4,0,4,35.67923807,33.601441,31.96267938
92240,3311,GUAPST,23.8,19.4,4,1,2,19.41408012,18.28349211,17.39179568
4861,2117,GUAPST,60.7,32.5,4,1,4,31.21359872,29.39586024,27.96220722
1878,3906,GUAPST,61.5,30.3,4,1,4,31.37096248,29.54405984,28.10317904
7310,700,GUAPST,52.9,32.3,4,1,4,29.53063165,27.81090155,26.45454787
2500,3513,GUAPST,77.7,35.4,4,1,4,34.0792524,32.09463124,30.52935761
5001,2007,GUAPST,42,27.4,2,2,3,26.61600577,25.06601026,23.84352651
7231,712,GUAPST,47.5,24.1,4,2,4,28.18142545,26.540267,25.2458829
4090,2621,GUAPST,46.7,24.9,4,2,3,27.96660286,26.3379547,25.05343749
1816,3915,GUAPST,51.5,26.1,3,2,3,29.19679614,27.4965071,26.15548662
30247,4501,GUAPST,48.3,30.7,4,2,5,28.39218602,26.73875382,25.43468941
3761,2816,GUARGR,109.5,34.4,4,0,4,37.63059585,35.43916055,33.71077229
4590,2306,GUARGR,45,24.4,3,1,3,27.49607948,25.89483246,24.63192658
2660,3410,GUARGR,86.9,30.8,4,1,4,35.29751535,33.24194808,31.62071914
156491,2109,GUARGU,21.4,16.5,4,0,1,18.13237745,17.07642999,16.24360267
6750,1014,GUARGU,38,16.7,4,0,2,25.3324905,23.8572411,22.69370972
133,4904,GUARGU,32.5,16.9,4,0,3,23.32593053,21.96753409,20.89616481
1377,4123,GUARGU,30.6,17.5,3,0,1,22.55698361,21.24336715,20.2073159
8043,208,GUARGU,29.7,18.3,4,1,3,22.17752005,20.88600182,19.8673795
5042,2015,GUARGU,24.2,19,4,1,2,19.61807674,18.47560889,17.57454281
1962,3806,GUARGU,26,17.7,4,1,2,20.50441408,19.31032996,18.36855406
5002,2007,GUARGU,25,12.4,3,2,2,20.01827965,18.8525058,17.93305824
2690,3416,GUARGU,28.4,14.8,2,2,3,21.61107648,20.35254536,19.35994001
5608,1600,GUARGU,41.2,15.9,4,2,3,26.36985009,24.83418957,23.62301185
67223,3811,GUARGU,21.1,16.9,4,2,2,17.96485581,16.91866405,16.09353107
4389,2414,GUATDU,27.4,20,4,0,2,21.15990238,19.92764559,18.95576285
228661,720,GUATDU,23,20.4,4,0,4,18.99804944,17.89168917,17.01910119
235969,505,GUATDU,41.2,29.1,4,0,3,26.36985009,24.83418957,23.62301185
5631,1604,GUATDU,56,30.7,4,1,4,30.2337017,28.47302798,27.08438202
1376,4123,GUATDU,80.3,37.9,4,1,4,34.4432451,32.43742666,30.85543469
230878,605,GUATDU,35,20.7,4,1,3,24.27600854,22.86228386,21.74727712
3601,2906,GUATDU,85.5,40.4,4,1,4,35.12412897,33.07865894,31.46539371
263687,21,GUATDU,22.5,20,3,2,2,18.7324406,17.64154818,16.78115972
633214,3315,GUAZUL,20.1,18.4,4,0,2,17.3940047,16.38105673,15.58214316
103333,3116,GUAZUL,37.5,19.3,4,0,3,25.16232777,23.69698788,22.54127214
446320,4609,GUAZUL,20.5,19.7,4,0,2,17.62467656,16.5982953,15.78878689
131222,2607,GUAZUL,28.7,23.6,4,0,4,21.7437707,20.47751207,19.47881202
633191,3315,GUAZUL,35.3,24,3,0,3,24.38560572,22.9654986,21.84545802
156635,2110,GUAZUL,26.9,24.5,2,0,3,20.92906501,19.71025115,18.74897086
131146,2607,GUAZUL,48.9,22.8,4,1,3,28.5476585,26.88517229,25.57396697
158448,2120,GUAZUL,34.8,25.2,4,1,3,24.20243494,22.79299485,21.68136738
5046,2015,GUAZUL,81,26.9,3,1,3,34.53845765,32.52709446,30.94072934
3457,3022,GUAZUL,46.7,18.2,4,1,3,27.96660286,26.3379547,25.05343749
7766,419,GUAZUL,48.6,22.9,1,2,3,28.47019706,26.81222186,25.50457437
3164,3120,GUAZUL,36,17.3,2,2,3,24.63782815,23.20303273,22.07140747
5607,1600,GUSTSU,29.3,13.1,3,0,2,22.00558073,20.72407547,19.71335039
67800,3814,GUSTSU,22.5,13.7,4,0,3,18.7324406,17.64154818,16.78115972
3685,2805,GUSTSU,24.2,14.2,4,0,2,19.61807674,18.47560889,17.57454281
309,4824,GUSTSU,25.7,13.5,4,1,3,20.36018328,19.17449851,18.23934718
67808,3814,GUSTSU,23,11.7,3,1,3,18.99804944,17.89168917,17.01910119
13148,3021,GUSTSU,25.6,14,4,1,3,20.31180259,19.12893529,18.19600611
2860,3311,GUSTSU,24.3,14.5,4,1,2,19.66866573,18.5232518,17.61986215
803,4505,GUSTSU,23.5,15.1,4,1,2,19.25933829,18.13776174,17.25317266
5258,1902,GUSTSU,20.9,13.3,4,2,2,17.85222979,16.81259686,15.99263683
99140,3221,GUSTSU,22.5,14.9,4,2,2,18.7324406,17.64154818,16.78115972
3455,3022,GUSTSU,33.5,16.4,4,2,3,23.71403712,22.33303911,21.24384394
128098,4917,GUSTSU,21.3,16.9,4,2,2,18.07672467,17.02401818,16.19374701
2698,3417,GUSTSU,27.8,17.8,4,2,5,21.34202963,20.09916658,19.11891866
5596,1700,GUSTSU,31.2,18.2,4,2,3,22.80442092,21.47639484,20.4289787
2685,3415,GUSTSU,39.5,23.2,4,2,4,25.82959724,24.3253986,23.13903491
2697,3417,GUSTSU,25.2,13.6,4,2,2,20.11674228,18.94523441,18.02126443
3106,3221,GUSTSU,29,14.9,4,2,4,21.87526688,20.60135051,19.59661079
3104,3221,GUSTSU,25.8,15.5,4,2,4,20.40841163,19.21991826,18.28255179
94029,3320,GUSTSU,23.1,17.4,4,2,3,19.05064953,17.94122607,17.06622215
3093,3220,GUSTSU,35.7,17.4,4,2,4,24.5303279,23.10179282,21.97510509
46,4917,GUSTSU,32.5,17.5,3,2,2,23.32593053,21.96753409,20.89616481
104694,3123,GUSTSU,21.7,17.6,4,2,3,18.29822004,17.23261466,16.39217013
3105,3221,GUSTSU,28,18.4,4,2,4,21.43225953,20.1841419,19.19974968
704452,424,HAMPAP,26.9,20.1,4,1,3,20.92906501,19.71025115,18.74897086
194279,1424,HASSFL,21.9,13.5,4,2,2,18.40786091,17.33587055,16.49039016
101589,3107,HASSFL,24,14.6,4,2,3,19.5164081,18.37986097,17.48346457
443,4704,HEISCO,29.4,18.9,4,0,2,22.04875862,20.76473888,19.75203061
5318,1808,HEISCO,36.5,20.9,4,0,3,24.81504336,23.36992774,22.23016291
5651,1607,HEISCO,26,14.9,4,1,3,20.50441408,19.31032996,18.36855406
8212,120,HEISCO,38.9,19,4,1,3,25.63311951,24.14036284,22.96302345
141568,2408,HEISCO,25.4,13.5,4,2,3,20.21458135,19.03737578,18.10891201
792,4506,HEISCO,23.7,14.9,4,2,3,19.36266694,18.235073,17.345738
36918,4412,HIRTTR,23.4,14.5,4,0,3,19.20742123,18.08886809,17.20666359
4522,2317,HIRTTR,24.8,16.2,2,0,2,19.91918767,18.75918449,17.84428827
2271,3603,HIRTTR,21.5,16.7,4,0,2,18.18784367,17.12866611,16.29329121
30233,4501,HIRTTR,21,13.7,4,1,2,17.9086379,16.86572002,16.04316915
4765,2221,HIRTTR,21.7,14.3,4,1,1,18.29822004,17.23261466,16.39217013
12294,4820,HIRTTR,22,17,4,1,2,18.46240774,17.38724081,16.53925507
38247,4419,HIRTTR,21.2,20.1,4,1,2,18.02088443,16.97142982,16.14372342
10738,4812,HIRTTR,25.7,13.1,4,1,3,20.36018328,19.17449851,18.23934718
80867,3504,HIRTTR,23.7,17,3,1,2,19.36266694,18.235073,17.345738
1239,4209,HIRTTR,34.2,21.9,4,1,2,23.97923496,22.58279303,21.48141721
146744,2309,HIRTTR,21,14.6,4,2,3,17.9086379,16.86572002,16.04316915
136162,2507,HIRTTR,20.9,14.7,4,2,3,17.85222979,16.81259686,15.99263683
8534,23,HIRTTR,24.3,15.2,2,2,2,19.66866573,18.5232518,17.61986215
948,4417,HIRTTR,31.2,20,4,2,3,22.80442092,21.47639484,20.4289787
3863,2715,HURACR,98,35.8,4,0,4,36.54281277,34.41472503,32.73629908
6208,1308,HURACR,123.5,36.9,4,0,4,38.7407767,36.4846895,34.7053102
3632,2902,HURACR,100.9,38.4,4,0,4,36.83455545,34.68947793,32.99765213
2045,3820,HURACR,146.4,39.1,4,0,5,40.18495436,37.8447648,35.99905384
1904,3902,HURACR,218,39.4,4,0,4,43.00113657,40.49694532,38.52188599
4700,2211,HURACR,129.9,39.6,4,0,4,39.18510554,36.90314264,35.10335514
4052,2615,HURACR,154.2,42.6,4,0,4,40.59639416,38.23224422,36.36763566
3650,2801,HURACR,130.4,43.6,4,0,4,39.21835986,36.93446038,35.13314549
2180,3709,HURACR,84.8,30.5,4,1,4,35.035915,32.99558215,31.38636862
2645,3409,HURACR,88.7,33.4,4,1,4,35.5146679,33.44645465,31.81525181
4669,2206,HURACR,108.5,36.2,4,1,4,37.54295819,35.35662651,33.63226348
4203,2510,HURACR,116.5,36.6,4,1,5,38.21149246,35.98622838,34.23115931
5263,1900,HURACR,118.6,36.6,4,1,4,38.37537668,36.14056872,34.37797239
932,4415,HURACR,122.8,37.7,4,1,5,38.68997548,36.43684671,34.65980073
3765,2817,HURACR,156.9,39.8,4,1,4,40.73094946,38.35896362,36.48817489
1955,3806,HURACR,152.9,41.1,4,1,5,40.53021547,38.16991947,36.30835053
1357,4223,HURACR,127.5,43.5,3,1,4,39.0226141,36.75011396,34.95778976
6907,911,HURACR,119,33.7,4,1,4,38.40608275,36.16948661,34.40547993
267,4816,HURACR,74.4,33.9,4,1,4,33.59238503,31.63611682,30.0932052
403,4710,HURACR,89,31.7,4,2,5,35.55024626,33.47996109,31.84712412
3868,2715,HURACR,60.5,32.2,4,2,4,31.17384903,29.35842539,27.92659809
102,4909,HURACR,109,32.5,4,2,4,37.58692995,35.39803756,33.67165489
1823,3914,HURACR,106,32.7,4,2,4,37.31839784,35.14514353,33.43109466
235,4812,HURACR,69.8,33.3,4,2,4,32.86270197,30.94892719,29.4395302
7020,804,HURACR,93.4,34.3,4,2,4,36.05292797,33.95336889,32.29744355
1333,4220,HURACR,182,34.7,3,2,4,41.82004218,39.38463252,37.46382133
7013,803,HURACR,87.6,38.3,4,2,4,35.38272217,33.32219284,31.69705032
1507,4106,HURACR,152.2,38.5,4,2,4,40.49419637,38.13599795,36.27608339
3273,3103,HURACR,156.7,41.6,4,2,5,40.72111366,38.34970062,36.47936365
522,4605,HURACR,43.2,21.1,4,2,2,26.9759837,25.40502471,24.16600704
2838,3314,HURACR,56.5,23,4,2,4,30.34268577,28.57566532,27.18201367
4891,2111,HURACR,108.9,30.5,4,2,4,37.57816017,35.38977849,33.66379862
3525,2918,HURACR,81.5,31.2,4,2,4,34.60576644,32.59048349,31.00102686
507,4604,HURACR,72,31.3,4,2,3,33.219483,31.28493092,29.75914683
3511,2920,HURACR,87,31.6,4,2,5,35.30974768,33.25346805,31.63167728
1879,3906,HURACR,92.2,32.1,4,2,4,35.91928892,33.82751238,32.17772513
861,4404,HURACR,134,32.9,3,2,4,39.45193713,37.15443517,35.34239198
962,4419,HURACR,108.6,34,4,2,4,37.55177716,35.3649319,33.64016382
1737,4023,HURACR,131,40.5,4,2,4,39.25799855,36.9717907,35.16865519
3971,2602,HYERAL,83.5,35.4,4,0,4,34.86932281,32.83869153,31.23712964
4043,2614,HYERAL,83,36.9,4,0,4,34.80427125,32.77742828,31.17885424
2314,3610,HYERAL,59.3,24.3,4,1,3,30.93183906,29.13050899,27.7097973
4789,2223,HYERAL,49.3,25.4,4,1,3,28.65009533,26.98164367,25.66573338
1957,3806,HYERAL,73,26.9,4,1,4,33.37686719,31.43314976,29.90013695
5202,1910,HYERAL,91.2,31.6,4,1,4,35.80597732,33.72079953,32.07621674
5331,1811,HYERAL,95,32.1,4,1,4,36.22726614,34.1175544,32.45362164
2920,3303,HYERAL,88.7,39.8,2,1,4,35.5146679,33.44645465,31.81525181
7916,308,HYERAL,48.4,30.9,2,1,4,28.41825112,26.76330101,25.45803942
3107,3222,HYERAL,84.5,33.1,4,1,4,34.99779248,32.95967971,31.35221716
4301,2401,HYERAL,87.8,36.4,4,2,4,35.40688835,33.34495169,31.71869921
239719,424,INGAGO,20.1,13.3,4,2,2,17.3940047,16.38105673,15.58214316
446310,4609,INGAMA,35.6,23.5,4,0,4,24.49429693,23.06786012,21.94282731
82303,3513,INGAMA,39.9,25.8,4,0,5,25.95887316,24.44714608,23.25484469
194349,1424,INGAMA,39,21.1,4,1,3,25.66608194,24.17140569,22.99255232
39119,4423,INGAMA,29.5,22.1,3,1,2,22.09180743,20.80528072,19.79059521
146601,2309,INGAMA,46,25.6,3,1,3,27.77520938,26.15770711,24.88198068
167114,1916,INGASA,28.9,20.2,2,0,3,21.83156696,20.56019547,19.55746291
76575,3609,INGASA,29.5,20.7,4,1,3,22.09180743,20.80528072,19.79059521
253219,216,INGASP,31.9,21.7,4,2,4,23.08767159,21.74315026,20.68272431
421138,2103,JAC1CO,20.4,16.8,4,0,2,17.56730335,16.54426325,15.73739001
160,4900,JAC1CO,48.1,24.9,4,0,4,28.33987048,26.6894849,25.38782336
257705,115,JAC1CO,50.5,26.1,4,0,4,28.95173595,27.2657181,25.93595334
194113,1423,JAC1CO,32.8,26.5,4,0,4,23.44352783,22.07828305,21.00151248
206389,1108,JAC1CO,27.5,26.7,4,0,4,21.20564418,19.9707236,18.99673992
155642,2104,JAC1CO,44.2,27.4,4,0,4,27.26779079,25.67983828,24.42741779
6091,1424,JAC1CO,53.5,27.8,4,0,4,29.6705099,27.94263391,26.57985558
5390,1819,JAC1CO,60.5,28.2,4,0,4,31.17384903,29.35842539,27.92659809
486,4600,JAC1CO,66.3,28.5,4,0,4,32.26329595,30.38442786,28.90256183
185937,1504,JAC1CO,42.8,28.9,4,0,4,26.8572007,25.29315909,24.05959716
206350,1108,JAC1CO,47.8,29.1,4,0,4,28.26093056,26.61514209,25.31710629
192,4804,JAC1CO,56.6,29.1,4,0,4,30.36434125,28.59605967,27.20141338
180870,1604,JAC1CO,48.6,29.7,4,0,4,28.47019706,26.81222186,25.50457437
6075,1423,JAC1CO,52.8,29.8,4,0,4,29.50713498,27.78877321,26.43349875
41726,4310,JAC1CO,46,29.9,4,0,5,27.77520938,26.15770711,24.88198068
156239,2107,JAC1CO,50.4,29.9,4,0,4,28.92691852,27.24234593,25.91372104
5669,1611,JAC1CO,65.8,29.9,4,0,4,32.17428574,30.3006012,28.82282344
155636,2104,JAC1CO,45.6,30.4,4,0,4,27.66437427,26.05332653,24.7826908
155537,2103,JAC1CO,44.7,31.4,4,0,4,27.41099865,25.81470636,24.55570827
1237,4209,JAC1CO,63.3,31.6,4,0,4,31.7157334,29.86875288,28.41203661
86,4911,JAC1CO,50.4,31.9,4,0,4,28.92691852,27.24234593,25.91372104
6277,1201,JAC1CO,83.6,31.9,4,0,5,34.88226729,32.85088218,31.24872575
5041,2015,JAC1CO,66.2,32.2,4,0,4,32.24556389,30.36772843,28.88667684
5637,1604,JAC1CO,81,32.9,2,0,4,34.53845765,32.52709446,30.94072934
191432,1407,JAC1CO,59.6,33.1,4,0,5,30.99291239,29.18802568,27.76450887
5885,1505,JAC1CO,66.9,33.1,4,0,5,32.36896133,30.48393977,28.99722048
6898,912,JAC1CO,58.4,34.1,4,0,4,30.74628553,28.95576125,27.54357211
7503,520,JAC1CO,73.6,34.1,4,0,4,33.46991055,31.52077469,29.98348837
6802,1022,JAC1CO,85.2,35.9,4,0,4,35.08644887,33.04317315,31.43163858
8302,107,JAC1CO,89.5,35.9,4,0,5,35.60916192,33.53544577,31.89990278
7708,410,JAC1CO,80.6,36.7,4,0,5,34.48419159,32.47598861,30.89211596
228686,720,JAC1CO,31,25.5,4,1,3,22.72242498,21.39917397,20.35552394
6081,1423,JAC1CO,54.1,31.5,4,1,4,29.80852614,28.07261272,26.70349524
6901,912,JAC1CO,63.2,33.9,4,1,4,31.69690876,29.8510245,28.39517285
7386,612,JAC1CO,63.9,34.5,4,1,4,31.82788705,29.9743752,28.51250767
7579,508,JAC1CO,55.3,28.5,2,1,4,30.0791174,28.32744597,26.94590012
1113,4309,JAC1CO,48.8,30.9,3,2,3,28.52189873,26.86091266,25.55089049
246710,309,JAC1CO,31.8,18.3,4,2,3,23.04755891,21.70537357,20.64679001
7508,519,JAC1CO,36.3,23.7,1,2,3,24.7444477,23.30344325,22.16692091
415,4709,JAC1CO,57.8,27.3,4,2,5,30.62060165,28.83739663,27.4309802
66921,3810,LACMPA,24,18.5,4,0,3,19.5164081,18.37986097,17.48346457
157112,2114,LACMPA,26.7,20.2,4,1,3,20.83572484,19.62234668,18.66535354
25239,4601,LACMPA,33.8,21.5,4,2,3,23.82833475,22.44068056,21.34623566
5528,1710,LAETPR,63.5,28.3,3,1,4,31.75326878,29.90410236,28.44566208
202848,1216,LAFOPU,30,22.1,4,2,3,22.30513482,21.00618489,19.98170117
57,4915,LICAPL,78.3,32.7,3,2,4,34.16473181,32.17513272,30.60593298
45630,4803,LINDLA,21.3,11.3,3,0,1,18.07672467,17.02401818,16.19374701
161925,2010,LINDLA,21.5,17.6,4,1,2,18.18784367,17.12866611,16.29329121
5640,1605,LINDLA,31.8,17.5,4,2,3,23.04755891,21.70537357,20.64679001
64185,3921,LONCLA,27.9,26.1,4,0,4,21.38721354,20.14171918,19.15939595
5654,1608,LONCLA,41.3,30.3,4,0,4,26.40089597,24.86342748,23.65082381
6192,1310,LONCLA,47.1,32.5,3,0,4,28.0745291,26.4395958,25.1501215
6849,920,LONCLA,39.8,28.5,3,2,4,25.92668089,24.41682854,23.22600576
4893,2110,LUEHSE,59.5,27.4,4,0,4,30.97259733,29.16889368,27.74630995
2374,3619,LUEHSE,87.8,33.7,4,0,4,35.40688835,33.34495169,31.71869921
5011,2009,LUEHSE,66.4,25.2,4,1,3,32.28099322,30.40109453,28.91841565
520,4605,LUEHSE,74,28.6,3,1,4,33.53137193,31.57865685,30.03854758
51,4916,LUEHSE,74.1,31.5,4,1,3,33.54666704,31.59306124,30.05224946
4030,2611,LUEHSE,84.5,34.6,4,1,3,34.99779248,32.95967971,31.35221716
3153,3121,LUEHSE,21.5,12.8,3,2,3,18.18784367,17.12866611,16.29329121
3036,3211,LUEHSE,108.3,26.3,1,2,3,37.52528312,35.33998076,33.61642956
5300,1804,LUEHSE,102.7,30,4,2,4,37.0094333,34.85417169,33.15431368
4806,2124,LUEHSE,81.8,35.1,4,2,4,34.64587521,32.62825651,31.03695766
6161,1315,LUEHSE,57.8,28.5,2,2,4,30.62060165,28.83739663,27.4309802
6323,1207,LUEHSE,79.3,35.2,3,2,4,34.30520562,32.30742597,30.73177421
42275,4314,MACRGL,33,20.5,4,0,3,23.52136725,22.15158946,21.07124369
435304,3516,MICOAR,20,16.8,4,0,3,17.33584225,16.32628139,15.53003925
251599,208,MICOAR,22.1,19.5,4,0,3,18.51677333,17.4384404,16.58795763
147603,2316,MICOAR,22.7,21,4,0,3,18.83920912,17.74209899,16.87680661
133241,2620,MICOAR,27.3,24,4,0,2,21.11401953,19.88443476,18.91465943
264241,24,MICOAR,25.3,15.5,3,2,2,20.16573941,18.99137817,18.06515772
4869,2115,MYROFR,46.3,32.7,4,0,4,27.85763203,26.23532984,24.9558177
137,4904,MYROFR,41.1,30.9,4,2,4,26.33872434,24.80487644,23.59512834
244145,420,NECTCI,29.7,22.6,4,0,1,22.17752005,20.88600182,19.8673795
821506,2116,OCHRPY,32.5,24.4,4,0,5,23.32593053,21.96753409,20.89616481
204305,1223,OCHRPY,70.4,26.1,4,0,4,32.9614775,31.04195048,29.52801669
64279,3921,OCOTOB,27.5,19.3,2,0,3,21.20564418,19.9707236,18.99673992
539281,3921,OCOTOB,34.1,23.9,4,0,3,23.94166894,22.54741468,21.44776429
133246,2620,OCOTOB,22.1,18.6,4,1,2,18.51677333,17.4384404,16.58795763
10607,4811,OCOTPU,74.2,30.9,4,2,4,33.56193421,31.60743932,30.06592631
913,4412,OCOTWH,85.6,30.9,3,0,3,35.13664732,33.09044827,31.47660807
1364,4224,OCOTWH,81.9,31.7,4,0,4,34.65919907,32.64080444,31.04889363
960,4418,OCOTWH,56,32.3,2,0,3,30.2337017,28.47302798,27.08438202
128846,4921,OCOTWH,25.3,17.9,4,1,3,20.16573941,18.99137817,18.06515772
1338,4221,OCOTWH,68.9,29.7,3,1,3,32.71240842,30.80738605,29.30489211
12746,4823,OCOTWH,45.3,21.5,3,2,3,27.58053577,25.97437041,24.70758541
2208,3705,OCOTWH,83.8,24.5,2,2,3,34.90809086,32.87520191,31.27185939
85629,3403,OCOTWH,42.2,25.8,4,2,4,26.67676377,25.12322999,23.89795561
2015,3816,ORMOCR,98.2,38.9,4,0,4,36.56334225,34.43405896,32.75469009
2858,3312,ORMOMA,74.8,31.6,4,1,4,33.65295468,31.69315916,30.14746555
5955,1406,ORMOMA,64.4,34.9,4,2,5,31.92032073,30.06142596,28.59531292
45186,4800,PHOECI,37.1,23.9,4,1,4,25.02454071,23.56722491,22.41783779
6831,922,PIT1MA,92.9,37.1,4,0,4,35.9975505,33.90121635,32.24783452
5633,1604,PLA1PI,45,31.1,3,1,4,27.49607948,25.89483246,24.63192658
7691,406,PLA1PI,85.2,36.1,4,1,4,35.08644887,33.04317315,31.43163858
7362,608,PLA1PI,72,32.5,4,1,4,33.219483,31.28493092,29.75914683
5988,1410,PLA1PI,60.5,40.5,4,1,4,31.17384903,29.35842539,27.92659809
3258,3106,PLA1PI,62.3,32.7,4,2,4,31.5257577,29.6898405,28.24184989
8214,120,PLA1PI,53.9,27.5,4,2,4,29.76272535,28.02947915,26.66246533
4394,2415,PLA1PI,76.2,35,3,2,4,33.86152443,31.88958276,30.33430946
3003,3207,PLA1PI,79.5,35.2,2,2,4,34.33300625,32.33360761,30.75667896
6444,1222,PLA2EL,68.4,34.9,4,0,5,32.6277864,30.72769204,29.22908482
5337,1811,PLA2EL,86.4,35.5,4,0,5,35.23605111,33.18406324,31.56565738
7030,806,PLA2EL,59.5,36.3,4,0,5,30.97259733,29.16889368,27.74630995
7072,813,PLA2EL,119.6,39.7,4,0,4,38.45184198,36.21258103,34.44647261
3252,3107,PLA2EL,47.3,27.1,4,1,4,28.1281051,26.49005178,25.19811671
4431,2421,PLA2EL,137.5,35.9,4,1,5,39.66960483,37.35942689,35.53738614
4391,2414,PLA2EL,98.5,36.6,4,1,5,36.59402074,34.46295087,32.78217292
5746,1623,PLA2EL,101.2,31.7,4,1,5,36.86402404,34.7172304,33.0240511
2384,3620,PLA2EL,107.3,34.1,4,1,5,37.43615877,35.2560466,33.53658892
2059,3823,PLA2EL,134.5,36.1,4,1,4,39.48358745,37.18424232,35.37074542
3946,2702,PLA2EL,89.5,36.2,3,2,4,35.60916192,33.53544577,31.89990278
406133,608,POCHQU,34,23.7,4,1,3,23.90399719,22.51193676,21.41401665
97481,3212,POULAR,21,13,4,0,3,17.9086379,16.86572002,16.04316915
54559,4124,POULAR,26.1,18.7,3,0,3,20.55218956,19.35532321,18.41135296
1280,4214,POULAR,33.3,26.5,4,0,3,23.63729751,22.26076846,21.17509798
41568,4309,POULAR,44.4,26.9,4,0,3,27.32528644,25.73398564,24.47892435
871,4406,POULAR,46.9,30.1,4,0,3,28.02069563,26.38889735,25.10189564
1869,3907,POULAR,57.2,30.3,3,0,3,30.49329726,28.71750587,27.31693658
1258,4211,POULAR,53,31.5,3,0,4,29.55407557,27.8329802,26.47554974
363,4716,POULAR,50.8,32.1,4,0,3,29.02584581,27.33551214,26.00234348
4621,2301,POULAR,83.8,32.2,4,0,3,34.90809086,32.87520191,31.27185939
1099,4311,POULAR,95.9,32.3,4,0,4,36.3234534,34.20814015,32.53978947
218488,919,POULAR,49.4,32.7,4,0,3,28.67555502,27.0056207,25.68854104
954,4417,POULAR,49.8,34.3,4,0,4,28.77680184,27.10097137,25.7792414
967,4420,POULAR,54,36.3,4,0,4,29.78565118,28.05106989,26.68300307
956,4418,POULAR,62.9,37.9,4,0,4,31.64020565,29.79762352,28.34437627
2567,3502,POULAR,81.2,43.4,4,0,4,34.56545065,32.55251551,30.96491059
28141,4616,POULAR,28.4,19.5,4,1,2,21.61107648,20.35254536,19.35994001
28494,4617,POULAR,43,27.9,4,1,4,26.91674154,25.34923254,24.11293588
951,4417,POULAR,58.7,30.5,4,1,3,30.80852929,29.01438021,27.59933219
42250,4314,POULAR,23,14.5,4,2,3,18.99804944,17.89168917,17.01910119
141595,2408,POULAR,26,16.5,1,2,2,20.50441408,19.31032996,18.36855406
39175,4423,POULAR,42.8,20.5,3,2,3,26.8572007,25.29315909,24.05959716
52504,4112,POULAR,34.5,21.3,3,2,3,24.09130298,22.68833471,21.58181157
400788,20,POURBI,44,19.2,4,0,3,27.21000937,25.62542178,24.37565522
4520,2317,POUTFO,43.1,33.4,4,0,3,26.94639982,25.37716366,24.13950478
166645,1911,POUTRE,23.6,16.3,4,0,3,19.31108659,18.18649646,17.29953056
211500,1008,POUTRE,37.5,20.7,4,0,3,25.16232777,23.69698788,22.54127214
167104,1916,POUTRE,35.9,25.9,4,0,3,24.60209311,23.16937875,22.03939481
187351,1512,POUTRE,45.2,26.1,4,0,3,27.55245265,25.94792272,24.68242759
5674,1612,POUTRE,36.4,28.1,4,0,3,24.77979368,23.33673084,22.19858504
4899,2109,POUTRE,54.8,29.4,4,0,3,29.96724028,28.22208406,26.84567678
75,4912,POUTRE,52.3,29.5,4,0,4,29.38885403,27.67738041,26.32753864
5949,1404,POUTRE,45,30.5,4,0,4,27.49607948,25.89483246,24.63192658
