Tag,q20,Species,DBH_cm,Height,CC,Lianas,Illumination,no height,liana cat 1 height,liana cat 2 height
6185,1311,TET2PA,46.3,23.1,4,2,4,27.85763203,26.23532984,24.9558177
5053,2016,TET2PA,37.6,23.3,4,2,3,25.1965432,23.72921075,22.57192349
7066,812,TET2PA,39.3,23.7,3,2,3,25.76444915,24.26404444,23.08067303
287,4820,TET2PA,42.3,23.7,4,2,3,26.70702724,25.15173105,23.92506665
7233,712,TET2PA,49.3,24.3,4,2,4,28.65009533,26.98164367,25.66573338
444,4704,TET2PA,40.4,26.7,4,2,4,26.11858189,24.59755409,23.39791722
6190,1310,TET2PA,57.4,28.3,4,2,3,30.53591402,28.75764082,27.35511413
4870,2115,TET2PA,50.2,28.4,4,2,3,28.87711131,27.19543926,25.86910204
268441,323,TRATAS,25.4,14.9,2,0,2,20.21458135,19.03737578,18.10891201
515114,1505,TRATAS,28.3,20.7,4,0,3,21.56657608,20.31063646,19.32007503
5159,1918,TRATAS,40.6,26.1,4,0,5,26.18188677,24.65717238,23.45462789
14900,4924,TRATAS,49,27.7,4,0,3,28.57335784,26.90937502,25.59698931
2268,3602,TRATAS,84.7,34.5,4,2,5,35.02322874,32.98363467,31.37500383
6784,1020,TRATAS,43.5,21.4,3,2,4,27.06429175,25.4881901,24.2451164
802484,223,TREMIN,21.3,11.8,4,1,2,18.07672467,17.02401818,16.19374701
802380,222,TREMMI,24.8,22.2,4,0,4,19.91918767,18.75918449,17.84428827
705395,524,TREMMI,31,20.3,4,1,3,22.72242498,21.39917397,20.35552394
144637,2424,TRI2PA,20.8,15,4,1,2,17.79563053,16.75929369,15.94193329
195876,1324,TRI2PA,24.5,11.5,4,1,2,19.76935685,18.61807913,17.7100647
16852,4210,TRI2TU,21.9,16.1,4,0,3,18.40786091,17.33587055,16.49039016
191898,1410,TRI2TU,24.5,19.1,4,0,2,19.76935685,18.61807913,17.7100647
75695,3604,TRI2TU,21.6,19.9,4,0,2,18.24312424,17.18072739,16.34281343
17999,4214,TRI2TU,23,20.7,4,0,2,18.99804944,17.89168917,17.01910119
235346,502,TRI2TU,26.2,21.5,4,0,3,20.59981545,19.40017559,18.45401786
76571,3609,TRI2TU,25.8,21.7,4,0,3,20.40841163,19.21991826,18.28255179
75482,3603,TRI2TU,26.4,22.9,4,0,3,20.6946212,19.48946029,18.53894809
6753,1015,TRI2TU,28.3,23.1,4,0,2,21.56657608,20.31063646,19.32007503
82137,3512,TRI2TU,26.9,24.2,4,0,4,20.92906501,19.71025115,18.74897086
5989,1410,TRI2TU,30.7,24.5,4,0,3,22.59852644,21.28249071,20.24453139
93,4911,TRI2TU,42.4,25.2,4,0,3,26.73721407,25.18015994,23.95210905
1773,3921,TRI2TU,41.2,25.5,4,0,3,26.36985009,24.83418957,23.62301185
4386,2414,TRI2TU,40.2,26.1,3,0,3,26.05494764,24.53762562,23.34091149
7498,520,TRI2TU,40.3,26.7,4,0,3,26.0868061,24.56762878,23.36945138
1783,3920,TRI2TU,45.7,27.1,4,0,4,27.6921843,26.07951703,24.80760397
2170,3711,TRI2TU,60.7,27.1,4,0,4,31.21359872,29.39586024,27.96220722
2006,3814,TRI2TU,42.5,27.3,4,0,3,26.76732455,25.20851692,23.97908304
6744,1014,TRI2TU,46.7,27.5,4,0,3,27.96660286,26.3379547,25.05343749
213134,1015,TRI2TU,44,27.7,4,0,4,27.21000937,25.62542178,24.37565522
1030,4320,TRI2TU,42.3,28,4,0,4,26.70702724,25.15173105,23.92506665
213119,1015,TRI2TU,28.2,28.3,4,0,3,21.52194019,20.26859997,19.28008868
5219,1907,TRI2TU,44.2,29.3,4,0,3,27.26779079,25.67983828,24.42741779
3413,3016,TRI2TU,45.5,29.4,4,0,3,27.63649633,26.02707208,24.7577168
6533,1114,TRI2TU,30.7,16.9,4,1,2,22.59852644,21.28249071,20.24453139
1876,3906,TRI2TU,24.3,19.7,4,1,3,19.66866573,18.5232518,17.61986215
4604,2303,TRI2TU,28.7,20.4,4,1,2,21.7437707,20.47751207,19.47881202
91090,3304,TRI2TU,24.9,20.6,4,1,3,19.9688127,18.80591958,17.88874406
7182,719,TRI2TU,37.6,20.9,4,1,4,25.1965432,23.72921075,22.57192349
5217,1908,TRI2TU,30.4,21.6,4,1,2,22.47352982,21.16477333,20.13255515
6751,1015,TRI2TU,32.7,22.3,4,1,3,23.40444096,22.04147242,20.96649713
8040,208,TRI2TU,37.9,22.7,4,1,3,25.29864012,23.82536201,22.66338539
218826,920,TRI2TU,30.7,23.1,3,1,3,22.59852644,21.28249071,20.24453139
104880,3124,TRI2TU,40.6,24.8,4,1,3,26.18188677,24.65717238,23.45462789
6006,1413,TRI2TU,36.1,26.5,4,1,3,24.67346533,23.23659457,22.10333248
7598,506,TRI2TU,39.8,27.3,4,1,4,25.92668089,24.41682854,23.22600576
7295,701,TRI2TU,42.2,27.5,4,1,4,26.67676377,25.12322999,23.89795561
5332,1811,TRI2TU,39,28.3,4,1,3,25.66608194,24.17140569,22.99255232
5198,1912,TRI2TU,59.5,29.2,4,1,3,30.97259733,29.16889368,27.74630995
1005,4323,TRI2TU,52.9,29.9,4,1,4,29.53063165,27.81090155,26.45454787
7398,613,TRI2TU,63.5,30,4,1,4,31.75326878,29.90410236,28.44566208
2139,3717,TRI2TU,38.4,33.1,4,1,3,25.46699187,23.98390972,22.81420064
96434,3207,TRI2TU,25.2,17.8,4,1,3,20.11674228,18.94523441,18.02126443
167660,1919,TRI2TU,29.2,19.1,4,1,3,21.96227319,20.68328997,19.67455401
8517,21,TRI2TU,40.2,23.2,4,1,3,26.05494764,24.53762562,23.34091149
831,4500,TRI2TU,50.4,26.9,4,1,4,28.92691852,27.24234593,25.91372104
6172,1313,TRI2TU,43,27.5,3,1,4,26.91674154,25.34923254,24.11293588
99492,3223,TRI2TU,33.2,16.7,4,2,4,23.59876399,22.22447896,21.14057833
165213,1901,TRI2TU,28.1,21.4,4,2,3,21.47716821,20.2264353,19.23998041
7660,402,TRI2TU,42.2,21.8,3,2,3,26.67676377,25.12322999,23.89795561
117371,2813,TRI2TU,23.4,22.2,4,2,2,19.20742123,18.08886809,17.20666359
4867,2116,TRI2TU,36.8,24.3,4,2,3,24.92021849,23.46897794,22.32438238
1964,3806,TRI2TU,33.9,25.1,4,2,3,23.86621927,22.47635886,21.3801739
181738,1608,TRI2TU,44.8,25.7,4,2,4,27.43942874,25.84148081,24.58117691
6007,1413,TRI2TU,22.7,13.1,2,2,2,18.83920912,17.74209899,16.87680661
109477,3023,TRI2TU,21.1,14.6,4,2,3,17.96485581,16.91866405,16.09353107
122634,2715,TRI2TU,23.8,19,4,2,2,19.41408012,18.28349211,17.39179568
77018,3612,TRI2TU,21.5,19.1,4,2,4,18.18784367,17.12866611,16.29329121
63996,3920,TRI2TU,23.8,19.1,4,2,3,19.41408012,18.28349211,17.39179568
790,4506,TRI2TU,28.5,19.2,4,2,3,21.65544198,20.39432722,19.39968414
64001,3920,TRI2TU,24.5,19.5,3,2,3,19.76935685,18.61807913,17.7100647
2504,3512,TRI2TU,25.4,19.8,2,2,2,20.21458135,19.03737578,18.10891201
683,4520,TRI2TU,27,19.9,4,2,2,20.9755184,19.7539993,18.79058539
233449,619,TRI2TU,28.1,20.5,4,2,3,21.47716821,20.2264353,19.23998041
5154,1919,TRI2TU,38.4,22.3,4,2,3,25.46699187,23.98390972,22.81420064
8155,222,TRI2TU,38.6,22.3,4,2,3,25.53370739,24.04674003,22.87396668
6850,920,TRI2TU,41.2,22.7,4,2,4,26.36985009,24.83418957,23.62301185
3440,3020,TRI2TU,40,22.8,4,2,3,25.9909815,24.47738457,23.28360843
2144,3716,TRI2TU,43,23.1,2,2,3,26.91674154,25.34923254,24.11293588
4833,2120,TRI2TU,58,28.4,4,2,3,30.66267482,28.87701965,27.46867078
211619,1008,TRIPCU,21.2,25.3,4,0,3,18.02088443,16.97142982,16.14372342
66119,3806,TRIPCU,23.7,25.5,4,0,3,19.36266694,18.235073,17.345738
2526,3509,TRIPCU,28.1,19,4,1,2,21.47716821,20.2264353,19.23998041
4847,2119,TURPOC,25.3,15.2,4,1,2,20.16573941,18.99137817,18.06515772
4007,2608,TURPOC,27.3,13.2,3,2,3,21.11401953,19.88443476,18.91465943
279523,1423,TURPOC,29,13.5,4,2,2,21.87526688,20.60135051,19.59661079
61231,3907,UNONPI,21.3,20.7,4,0,3,18.07672467,17.02401818,16.19374701
680,4520,UNONPI,22.5,18.7,4,2,2,18.7324406,17.64154818,16.78115972
7506,520,VIROSE,23.1,15.7,1,0,2,19.05064953,17.94122607,17.06622215
92519,3312,VIROSE,22.9,19.4,4,0,2,18.94527655,17.84198954,16.97182544
1032,4320,VIROSE,25.5,20.7,4,0,3,20.26326885,19.08322793,18.15252792
26173,4606,VIROSE,31.9,22.5,4,0,4,23.08767159,21.74315026,20.68272431
225889,705,VIROSE,36.1,23.1,4,0,4,24.67346533,23.23659457,22.10333248
2507,3512,VIROSE,32,24.4,4,0,5,23.12766835,21.7808178,20.71855478
1083,4314,VIROSE,30.5,27.3,4,0,4,22.51531824,21.20412818,20.16999065
448749,4824,VIROSE,47.2,33.3,4,0,4,28.10134917,26.464854,25.17414784
7570,509,VIROSE,36.9,22.5,3,1,3,24.95508683,23.5018157,22.35561863
34140,4520,VIROSE,23.5,22.7,4,1,2,19.25933829,18.13776174,17.25317266
153697,2223,VIROSE,29.4,18.8,4,1,3,22.04875862,20.76473888,19.75203061
263675,21,VIROSE,24.5,20.6,4,1,3,19.76935685,18.61807913,17.7100647
5598,1700,VIROSE,29.7,16.8,4,2,3,22.17752005,20.88600182,19.8673795
158334,2119,VIROSE,28.1,21.1,4,2,2,21.47716821,20.2264353,19.23998041
57083,4021,VIROSE,22.4,19.9,4,2,3,18.67879133,17.5910232,16.73309888
43966,2912,VIROSE,30.3,20.4,4,2,2,22.4316178,21.12530208,20.09500894
2328,3612,VIROSE,32.4,20.5,4,2,4,23.28650604,21.9304055,20.860847
3859,2716,VIROSE,27.5,22.4,3,2,2,21.20564418,19.9707236,18.99673992
4079,2620,VIROSP,43.9,34.8,4,0,4,27.18101084,25.598112,24.34967734
39,4917,VIROSU,49.3,24.9,1,0,3,28.65009533,26.98164367,25.66573338
2527,3509,VIROSU,60,25,4,0,3,31.07374846,29.26415423,27.83692458
27972,4616,VIROSU,50.4,25.9,4,0,5,28.92691852,27.24234593,25.91372104
43022,4319,VIROSU,45.3,30.8,4,0,4,27.58053577,25.97437041,24.70758541
7665,403,VIROSU,44.5,31.3,4,0,4,27.35392776,25.76095902,24.50458222
8527,23,VIROSU,78.4,33.1,4,0,4,34.17889055,32.18846692,30.61861686
6896,912,VIROSU,55.3,34.1,4,0,4,30.0791174,28.32744597,26.94590012
42267,4314,VIROSU,55.5,35.5,4,0,4,30.1235258,28.36926822,26.98568269
588,4616,VIROSU,72.8,36,4,0,5,33.34562323,31.40372531,29.87214755
4078,2620,VIROSU,66,37.9,4,0,4,32.209995,30.33423092,28.85481302
740,4512,VIROSU,92.3,39.7,4,0,5,35.93052196,33.83809126,32.18778807
4308,2402,VIROSU,85.2,40.4,4,0,4,35.08644887,33.04317315,31.43163858
5095,2022,VIROSU,100.9,41,3,0,5,36.83455545,34.68947793,32.99765213
173469,1822,VIROSU,39,25.1,4,1,3,25.66608194,24.17140569,22.99255232
1330,4220,VIROSU,66.4,34,4,1,4,32.28099322,30.40109453,28.91841565
5894,1504,VIROSU,45.3,27.5,3,2,4,27.58053577,25.97437041,24.70758541
182549,1612,VOCHFE,24.7,18,4,0,3,19.86940385,18.71229985,17.79969022
125725,4904,VOCHFE,45.3,20.4,4,0,3,27.58053577,25.97437041,24.70758541
198534,1311,VOCHFE,54,28.5,4,0,5,29.78565118,28.05106989,26.68300307
704470,424,ZANTBE,24.8,20.3,4,0,3,19.91918767,18.75918449,17.84428827
268197,309,ZANTBE,21.6,23.1,4,0,3,18.24312424,17.18072739,16.34281343
273116,805,ZANTBE,23.4,24.7,4,0,3,19.20742123,18.08886809,17.20666359
257908,116,ZANTBE,60.6,25.6,4,0,5,31.1937445,29.37716224,27.94442113
446315,4609,ZANTBE,40.5,26.1,4,0,4,26.15027534,24.62740186,23.4263093
446326,4609,ZANTBE,46.2,26.1,4,0,4,27.83022435,26.20951826,24.93126497
195512,1323,ZANTBE,42.9,26.7,4,0,4,26.88700859,25.3212311,24.08630009
239474,524,ZANTBE,40.5,28.1,4,0,4,26.15027534,24.62740186,23.4263093
239534,524,ZANTBE,45.8,28.1,4,0,4,27.71992666,26.10564381,24.83245653
220889,805,ZANTBE,47.7,28.3,4,0,4,28.23449195,26.59024314,25.29342168
4089,2621,ZANTBE,45,28.8,4,0,3,27.49607948,25.89483246,24.63192658
195568,1323,ZANTBE,35.5,28.9,4,0,4,24.45816651,23.03383378,21.91046045
444217,4404,ZANTBE,41.5,28.9,4,0,4,26.46274931,24.92167876,23.70623415
155462,2103,ZANTBE,60.9,29.5,4,0,4,31.2531839,29.43314016,27.99766897
7318,601,ZANTBE,61.9,29.6,4,0,4,31.44867726,29.61724887,28.1727986
233400,619,ZANTBE,48.2,30.1,4,0,4,28.36605921,26.71414852,25.41128412
239470,524,ZANTBE,40.2,31.1,4,0,4,26.05494764,24.53762562,23.34091149
268199,309,ZANTBE,52.1,31.7,4,0,4,29.34116614,27.63246964,26.2848182
38921,4422,ZANTBE,55.9,31.1,4,1,4,30.21176248,28.4523664,27.06472812
238573,519,ZANTBE,48.2,21.3,4,2,4,28.36605921,26.71414852,25.41128412
268164,309,ZANTBE,33.4,28.5,4,2,3,23.67572174,22.29695504,21.20951971
633201,3315,ZANTBE,28.5,22.2,4,2,4,21.65544198,20.39432722,19.39968414
155648,2104,ZANTBE,49.2,25,4,2,4,28.62457605,26.95761051,25.64287233
983,4423,ZANTBE,49,28.7,4,2,4,28.57335784,26.90937502,25.59698931
295666,3021,ZANTP1,44.3,25.6,4,0,4,27.29657421,25.70694548,24.45320295
258058,116,ZANTP1,37.3,28.1,4,0,4,25.09362004,23.63228137,22.47972141
7802,424,ZANTP1,52,29.2,4,0,4,29.317241,27.6099378,26.26338524
232175,612,ZANTP1,44.8,30.3,4,0,4,27.43942874,25.84148081,24.58117691
236864,511,ZANTP1,38.5,30.7,4,0,4,25.50039394,24.0153666,22.84412335
