"","genus","species","DBH","wd"
"1","Hirtella","Hirtella triandra",20,0.683
"2","Hirtella","Hirtella triandra",20,0.683
"3","Hirtella","Hirtella triandra",20,0.683
"4","Hirtella","Hirtella triandra",20,0.683
"5","Hirtella","Hirtella triandra",20.1,0.683
"6","Hirtella","Hirtella triandra",20.1,0.683
"7","Hirtella","Hirtella triandra",20.2,0.683
"8","Hirtella","Hirtella triandra",20.3,0.683
"9","Hirtella","Hirtella triandra",20.3,0.683
"10","Hirtella","Hirtella triandra",20.3,0.683
"11","Hirtella","Hirtella triandra",20.3,0.683
"12","Hirtella","Hirtella triandra",20.3,0.683
"13","Hirtella","Hirtella triandra",20.3,0.683
"14","Hirtella","Hirtella triandra",20.3,0.683
"15","Hirtella","Hirtella triandra",20.3,0.683
"16","Hirtella","Hirtella triandra",20.3,0.683
"17","Hirtella","Hirtella triandra",20.4,0.683
"18","Hirtella","Hirtella triandra",20.4,0.683
"19","Hirtella","Hirtella triandra",20.5,0.683
"20","Hirtella","Hirtella triandra",20.5,0.683
"21","Hirtella","Hirtella triandra",20.5,0.683
"22","Hirtella","Hirtella triandra",20.5,0.683
"23","Hirtella","Hirtella triandra",20.6,0.683
"24","Hirtella","Hirtella triandra",20.6,0.683
"25","Hirtella","Hirtella triandra",20.7,0.683
"26","Hirtella","Hirtella triandra",20.7,0.683
"27","Hirtella","Hirtella triandra",20.7,0.683
"28","Hirtella","Hirtella triandra",20.8,0.683
"29","Hirtella","Hirtella triandra",20.8,0.683
"30","Hirtella","Hirtella triandra",21,0.683
"31","Hirtella","Hirtella triandra",21,0.683
"32","Hirtella","Hirtella triandra",21,0.683
"33","Hirtella","Hirtella triandra",21,0.683
"34","Hirtella","Hirtella triandra",21,0.683
"35","Hirtella","Hirtella triandra",21.1,0.683
"36","Hirtella","Hirtella triandra",21.2,0.683
"37","Hirtella","Hirtella triandra",21.2,0.683
"38","Hirtella","Hirtella triandra",21.2,0.683
"39","Hirtella","Hirtella triandra",21.2,0.683
"40","Hirtella","Hirtella triandra",21.2,0.683
"41","Hirtella","Hirtella triandra",21.2,0.683
"42","Hirtella","Hirtella triandra",21.3,0.683
"43","Hirtella","Hirtella triandra",21.3,0.683
"44","Hirtella","Hirtella triandra",21.3,0.683
"45","Hirtella","Hirtella triandra",21.3,0.683
"46","Hirtella","Hirtella triandra",21.5,0.683
"47","Hirtella","Hirtella triandra",21.5,0.683
"48","Hirtella","Hirtella triandra",21.5,0.683
"49","Hirtella","Hirtella triandra",21.6,0.683
"50","Hirtella","Hirtella triandra",21.6,0.683
"51","Hirtella","Hirtella triandra",21.6,0.683
"52","Hirtella","Hirtella triandra",21.7,0.683
"53","Hirtella","Hirtella triandra",21.8,0.683
"54","Hirtella","Hirtella triandra",21.8,0.683
"55","Hirtella","Hirtella triandra",21.8,0.683
"56","Hirtella","Hirtella triandra",21.8,0.683
"57","Hirtella","Hirtella triandra",21.8,0.683
"58","Hirtella","Hirtella triandra",21.8,0.683
"59","Hirtella","Hirtella triandra",22,0.683
"60","Hirtella","Hirtella triandra",22,0.683
"61","Hirtella","Hirtella triandra",22.1,0.683
"62","Hirtella","Hirtella triandra",22.1,0.683
"63","Hirtella","Hirtella triandra",22.2,0.683
"64","Hirtella","Hirtella triandra",22.2,0.683
"65","Hirtella","Hirtella triandra",22.3,0.683
"66","Hirtella","Hirtella triandra",22.4,0.683
"67","Hirtella","Hirtella triandra",22.5,0.683
"68","Hirtella","Hirtella triandra",22.5,0.683
"69","Hirtella","Hirtella triandra",22.5,0.683
"70","Hirtella","Hirtella triandra",22.5,0.683
"71","Hirtella","Hirtella triandra",22.6,0.683
"72","Hirtella","Hirtella triandra",22.7,0.683
"73","Hirtella","Hirtella triandra",22.7,0.683
"74","Hirtella","Hirtella triandra",22.7,0.683
"75","Hirtella","Hirtella triandra",22.8,0.683
"76","Hirtella","Hirtella triandra",22.8,0.683
"77","Hirtella","Hirtella triandra",22.8,0.683
"78","Hirtella","Hirtella triandra",22.8,0.683
"79","Hirtella","Hirtella triandra",22.8,0.683
"80","Hirtella","Hirtella triandra",22.8,0.683
"81","Hirtella","Hirtella triandra",22.9,0.683
"82","Hirtella","Hirtella triandra",22.9,0.683
"83","Hirtella","Hirtella triandra",23,0.683
"84","Hirtella","Hirtella triandra",23,0.683
"85","Hirtella","Hirtella triandra",23.2,0.683
"86","Hirtella","Hirtella triandra",23.2,0.683
"87","Hirtella","Hirtella triandra",23.2,0.683
"88","Hirtella","Hirtella triandra",23.2,0.683
"89","Hirtella","Hirtella triandra",23.3,0.683
"90","Hirtella","Hirtella triandra",23.3,0.683
"91","Hirtella","Hirtella triandra",23.3,0.683
"92","Hirtella","Hirtella triandra",23.4,0.683
"93","Hirtella","Hirtella triandra",23.4,0.683
"94","Hirtella","Hirtella triandra",23.4,0.683
"95","Hirtella","Hirtella triandra",23.5,0.683
"96","Hirtella","Hirtella triandra",23.6,0.683
"97","Hirtella","Hirtella triandra",23.6,0.683
"98","Hirtella","Hirtella triandra",23.6,0.683
"99","Hirtella","Hirtella triandra",23.7,0.683
"100","Hirtella","Hirtella triandra",23.7,0.683
"101","Hirtella","Hirtella triandra",23.8,0.683
"102","Hirtella","Hirtella triandra",23.8,0.683
"103","Hirtella","Hirtella triandra",23.8,0.683
"104","Hirtella","Hirtella triandra",23.8,0.683
"105","Hirtella","Hirtella triandra",23.8,0.683
"106","Hirtella","Hirtella triandra",23.9,0.683
"107","Hirtella","Hirtella triandra",23.9,0.683
"108","Hirtella","Hirtella triandra",23.9,0.683
"109","Hirtella","Hirtella triandra",23.9,0.683
"110","Hirtella","Hirtella triandra",23.9,0.683
"111","Hirtella","Hirtella triandra",24,0.683
"112","Hirtella","Hirtella triandra",24,0.683
"113","Hirtella","Hirtella triandra",24,0.683
"114","Hirtella","Hirtella triandra",24.1,0.683
"115","Hirtella","Hirtella triandra",24.3,0.683
"116","Hirtella","Hirtella triandra",24.3,0.683
"117","Hirtella","Hirtella triandra",24.6,0.683
"118","Hirtella","Hirtella triandra",24.6,0.683
"119","Hirtella","Hirtella triandra",24.6,0.683
"120","Hirtella","Hirtella triandra",24.6,0.683
"121","Hirtella","Hirtella triandra",24.7,0.683
"122","Hirtella","Hirtella triandra",24.8,0.683
"123","Hirtella","Hirtella triandra",24.8,0.683
"124","Hirtella","Hirtella triandra",24.8,0.683
"125","Hirtella","Hirtella triandra",24.8,0.683
"126","Hirtella","Hirtella triandra",25,0.683
"127","Hirtella","Hirtella triandra",25,0.683
"128","Hirtella","Hirtella triandra",25.1,0.683
"129","Hirtella","Hirtella triandra",25.1,0.683
"130","Hirtella","Hirtella triandra",25.1,0.683
"131","Hirtella","Hirtella triandra",25.3,0.683
"132","Hirtella","Hirtella triandra",25.4,0.683
"133","Hirtella","Hirtella triandra",25.4,0.683
"134","Hirtella","Hirtella triandra",25.5,0.683
"135","Hirtella","Hirtella triandra",25.5,0.683
"136","Hirtella","Hirtella triandra",25.6,0.683
"137","Hirtella","Hirtella triandra",25.8,0.683
"138","Hirtella","Hirtella triandra",25.8,0.683
"139","Hirtella","Hirtella triandra",25.9,0.683
"140","Hirtella","Hirtella triandra",25.9,0.683
"141","Hirtella","Hirtella triandra",26,0.683
"142","Hirtella","Hirtella triandra",26,0.683
"143","Hirtella","Hirtella triandra",26.2,0.683
"144","Hirtella","Hirtella triandra",26.2,0.683
"145","Hirtella","Hirtella triandra",26.3,0.683
"146","Hirtella","Hirtella triandra",26.4,0.683
"147","Hirtella","Hirtella triandra",26.5,0.683
"148","Hirtella","Hirtella triandra",26.6,0.683
"149","Hirtella","Hirtella triandra",26.7,0.683
"150","Hirtella","Hirtella triandra",26.9,0.683
"151","Hirtella","Hirtella triandra",26.9,0.683
"152","Hirtella","Hirtella triandra",27,0.683
"153","Hirtella","Hirtella triandra",27,0.683
"154","Hirtella","Hirtella triandra",27,0.683
"155","Hirtella","Hirtella triandra",27.1,0.683
"156","Hirtella","Hirtella triandra",27.1,0.683
"157","Hirtella","Hirtella triandra",27.1,0.683
"158","Hirtella","Hirtella triandra",27.1,0.683
"159","Hirtella","Hirtella triandra",27.3,0.683
"160","Hirtella","Hirtella triandra",27.4,0.683
"161","Hirtella","Hirtella triandra",27.5,0.683
"162","Hirtella","Hirtella triandra",27.5,0.683
"163","Hirtella","Hirtella triandra",27.6,0.683
"164","Hirtella","Hirtella triandra",27.8,0.683
"165","Hirtella","Hirtella triandra",27.9,0.683
"166","Hirtella","Hirtella triandra",28,0.683
"167","Hirtella","Hirtella triandra",28,0.683
"168","Hirtella","Hirtella triandra",28,0.683
"169","Hirtella","Hirtella triandra",28.1,0.683
"170","Hirtella","Hirtella triandra",28.4,0.683
"171","Hirtella","Hirtella triandra",28.5,0.683
"172","Hirtella","Hirtella triandra",28.7,0.683
"173","Hirtella","Hirtella triandra",28.8,0.683
"174","Hirtella","Hirtella triandra",29.2,0.683
"175","Hirtella","Hirtella triandra",29.3,0.683
"176","Hirtella","Hirtella triandra",30,0.683
"177","Hirtella","Hirtella triandra",30,0.683
"178","Hirtella","Hirtella triandra",30.1,0.683
"179","Hirtella","Hirtella triandra",30.1,0.683
"180","Hirtella","Hirtella triandra",30.2,0.683
"181","Hirtella","Hirtella triandra",30.4,0.683
"182","Hirtella","Hirtella triandra",30.5,0.683
"183","Hirtella","Hirtella triandra",30.6,0.683
"184","Hirtella","Hirtella triandra",30.9,0.683
"185","Hirtella","Hirtella triandra",31,0.683
"186","Hirtella","Hirtella triandra",31,0.683
"187","Hirtella","Hirtella triandra",31.1,0.683
"188","Hirtella","Hirtella triandra",31.1,0.683
"189","Hirtella","Hirtella triandra",31.5,0.683
"190","Hirtella","Hirtella triandra",31.6,0.683
"191","Hirtella","Hirtella triandra",31.9,0.683
"192","Hirtella","Hirtella triandra",32.3,0.683
"193","Hirtella","Hirtella triandra",32.3,0.683
"194","Hirtella","Hirtella triandra",32.9,0.683
"195","Hirtella","Hirtella triandra",33,0.683
"196","Hirtella","Hirtella triandra",33.1,0.683
"197","Hirtella","Hirtella triandra",33.4,0.683
"198","Hirtella","Hirtella triandra",33.5,0.683
"199","Hirtella","Hirtella triandra",33.5,0.683
"200","Hirtella","Hirtella triandra",33.8,0.683
"201","Hirtella","Hirtella triandra",33.9,0.683
"202","Hirtella","Hirtella triandra",34.2,0.683
"203","Hirtella","Hirtella triandra",34.7,0.683
"204","Hirtella","Hirtella triandra",36.2,0.683
"205","Hirtella","Hirtella triandra",36.3,0.683
"206","Hirtella","Hirtella triandra",36.5,0.683
"207","Hirtella","Hirtella triandra",40.2,0.683
"208","Gustavia","Gustavia superba",20,0.58
"209","Gustavia","Gustavia superba",20,0.58
"210","Gustavia","Gustavia superba",20,0.58
"211","Gustavia","Gustavia superba",20,0.58
"212","Gustavia","Gustavia superba",20,0.58
"213","Gustavia","Gustavia superba",20,0.58
"214","Gustavia","Gustavia superba",20,0.58
"215","Gustavia","Gustavia superba",20.1,0.58
"216","Gustavia","Gustavia superba",20.1,0.58
"217","Gustavia","Gustavia superba",20.1,0.58
"218","Gustavia","Gustavia superba",20.1,0.58
"219","Gustavia","Gustavia superba",20.1,0.58
"220","Gustavia","Gustavia superba",20.1,0.58
"221","Gustavia","Gustavia superba",20.2,0.58
"222","Gustavia","Gustavia superba",20.2,0.58
"223","Gustavia","Gustavia superba",20.2,0.58
"224","Gustavia","Gustavia superba",20.2,0.58
"225","Gustavia","Gustavia superba",20.2,0.58
"226","Gustavia","Gustavia superba",20.2,0.58
"227","Gustavia","Gustavia superba",20.4,0.58
"228","Gustavia","Gustavia superba",20.4,0.58
"229","Gustavia","Gustavia superba",20.4,0.58
"230","Gustavia","Gustavia superba",20.4,0.58
"231","Gustavia","Gustavia superba",20.5,0.58
"232","Gustavia","Gustavia superba",20.5,0.58
"233","Gustavia","Gustavia superba",20.5,0.58
"234","Gustavia","Gustavia superba",20.6,0.58
"235","Gustavia","Gustavia superba",20.6,0.58
"236","Gustavia","Gustavia superba",20.7,0.58
"237","Gustavia","Gustavia superba",20.7,0.58
"238","Gustavia","Gustavia superba",20.7,0.58
"239","Gustavia","Gustavia superba",20.7,0.58
"240","Gustavia","Gustavia superba",20.8,0.58
"241","Gustavia","Gustavia superba",20.8,0.58
"242","Gustavia","Gustavia superba",21,0.58
"243","Gustavia","Gustavia superba",21,0.58
"244","Gustavia","Gustavia superba",21,0.58
"245","Gustavia","Gustavia superba",21.1,0.58
"246","Gustavia","Gustavia superba",21.1,0.58
"247","Gustavia","Gustavia superba",21.1,0.58
"248","Gustavia","Gustavia superba",21.1,0.58
"249","Gustavia","Gustavia superba",21.2,0.58
"250","Gustavia","Gustavia superba",21.2,0.58
"251","Gustavia","Gustavia superba",21.2,0.58
"252","Gustavia","Gustavia superba",21.2,0.58
"253","Gustavia","Gustavia superba",21.2,0.58
"254","Gustavia","Gustavia superba",21.3,0.58
"255","Gustavia","Gustavia superba",21.4,0.58
"256","Gustavia","Gustavia superba",21.4,0.58
"257","Gustavia","Gustavia superba",21.5,0.58
"258","Gustavia","Gustavia superba",21.5,0.58
"259","Gustavia","Gustavia superba",21.5,0.58
"260","Gustavia","Gustavia superba",21.5,0.58
"261","Gustavia","Gustavia superba",21.5,0.58
"262","Gustavia","Gustavia superba",21.5,0.58
"263","Gustavia","Gustavia superba",21.5,0.58
"264","Gustavia","Gustavia superba",21.6,0.58
"265","Gustavia","Gustavia superba",21.6,0.58
"266","Gustavia","Gustavia superba",21.6,0.58
"267","Gustavia","Gustavia superba",21.6,0.58
"268","Gustavia","Gustavia superba",21.6,0.58
"269","Gustavia","Gustavia superba",21.7,0.58
"270","Gustavia","Gustavia superba",21.7,0.58
"271","Gustavia","Gustavia superba",21.7,0.58
"272","Gustavia","Gustavia superba",21.8,0.58
"273","Gustavia","Gustavia superba",21.8,0.58
"274","Gustavia","Gustavia superba",21.8,0.58
"275","Gustavia","Gustavia superba",21.9,0.58
"276","Gustavia","Gustavia superba",21.9,0.58
"277","Gustavia","Gustavia superba",21.9,0.58
"278","Gustavia","Gustavia superba",22,0.58
"279","Gustavia","Gustavia superba",22,0.58
"280","Gustavia","Gustavia superba",22,0.58
"281","Gustavia","Gustavia superba",22,0.58
"282","Gustavia","Gustavia superba",22.1,0.58
"283","Gustavia","Gustavia superba",22.1,0.58
"284","Gustavia","Gustavia superba",22.1,0.58
"285","Gustavia","Gustavia superba",22.1,0.58
"286","Gustavia","Gustavia superba",22.1,0.58
"287","Gustavia","Gustavia superba",22.1,0.58
"288","Gustavia","Gustavia superba",22.1,0.58
"289","Gustavia","Gustavia superba",22.2,0.58
"290","Gustavia","Gustavia superba",22.2,0.58
"291","Gustavia","Gustavia superba",22.2,0.58
"292","Gustavia","Gustavia superba",22.2,0.58
"293","Gustavia","Gustavia superba",22.3,0.58
"294","Gustavia","Gustavia superba",22.3,0.58
"295","Gustavia","Gustavia superba",22.4,0.58
"296","Gustavia","Gustavia superba",22.4,0.58
"297","Gustavia","Gustavia superba",22.4,0.58
"298","Gustavia","Gustavia superba",22.5,0.58
"299","Gustavia","Gustavia superba",22.5,0.58
"300","Gustavia","Gustavia superba",22.6,0.58
"301","Gustavia","Gustavia superba",22.6,0.58
"302","Gustavia","Gustavia superba",22.6,0.58
"303","Gustavia","Gustavia superba",22.6,0.58
"304","Gustavia","Gustavia superba",22.7,0.58
"305","Gustavia","Gustavia superba",22.8,0.58
"306","Gustavia","Gustavia superba",22.8,0.58
"307","Gustavia","Gustavia superba",22.9,0.58
"308","Gustavia","Gustavia superba",22.9,0.58
"309","Gustavia","Gustavia superba",23,0.58
"310","Gustavia","Gustavia superba",23,0.58
"311","Gustavia","Gustavia superba",23.1,0.58
"312","Gustavia","Gustavia superba",23.1,0.58
"313","Gustavia","Gustavia superba",23.1,0.58
"314","Gustavia","Gustavia superba",23.1,0.58
"315","Gustavia","Gustavia superba",23.1,0.58
"316","Gustavia","Gustavia superba",23.1,0.58
"317","Gustavia","Gustavia superba",23.2,0.58
"318","Gustavia","Gustavia superba",23.2,0.58
"319","Gustavia","Gustavia superba",23.2,0.58
"320","Gustavia","Gustavia superba",23.2,0.58
"321","Gustavia","Gustavia superba",23.3,0.58
"322","Gustavia","Gustavia superba",23.3,0.58
"323","Gustavia","Gustavia superba",23.4,0.58
"324","Gustavia","Gustavia superba",23.4,0.58
"325","Gustavia","Gustavia superba",23.4,0.58
"326","Gustavia","Gustavia superba",23.5,0.58
"327","Gustavia","Gustavia superba",23.5,0.58
"328","Gustavia","Gustavia superba",23.6,0.58
"329","Gustavia","Gustavia superba",23.6,0.58
"330","Gustavia","Gustavia superba",23.6,0.58
"331","Gustavia","Gustavia superba",23.6,0.58
"332","Gustavia","Gustavia superba",23.6,0.58
"333","Gustavia","Gustavia superba",23.8,0.58
"334","Gustavia","Gustavia superba",23.8,0.58
"335","Gustavia","Gustavia superba",23.8,0.58
"336","Gustavia","Gustavia superba",23.8,0.58
"337","Gustavia","Gustavia superba",23.8,0.58
"338","Gustavia","Gustavia superba",23.9,0.58
"339","Gustavia","Gustavia superba",23.9,0.58
"340","Gustavia","Gustavia superba",24,0.58
"341","Gustavia","Gustavia superba",24,0.58
"342","Gustavia","Gustavia superba",24,0.58
"343","Gustavia","Gustavia superba",24.2,0.58
"344","Gustavia","Gustavia superba",24.2,0.58
"345","Gustavia","Gustavia superba",24.2,0.58
"346","Gustavia","Gustavia superba",24.2,0.58
"347","Gustavia","Gustavia superba",24.3,0.58
"348","Gustavia","Gustavia superba",24.3,0.58
"349","Gustavia","Gustavia superba",24.4,0.58
"350","Gustavia","Gustavia superba",24.5,0.58
"351","Gustavia","Gustavia superba",24.5,0.58
"352","Gustavia","Gustavia superba",24.5,0.58
"353","Gustavia","Gustavia superba",24.5,0.58
"354","Gustavia","Gustavia superba",24.5,0.58
"355","Gustavia","Gustavia superba",24.5,0.58
"356","Gustavia","Gustavia superba",24.7,0.58
"357","Gustavia","Gustavia superba",24.7,0.58
"358","Gustavia","Gustavia superba",24.8,0.58
"359","Gustavia","Gustavia superba",24.9,0.58
"360","Gustavia","Gustavia superba",25,0.58
"361","Gustavia","Gustavia superba",25.2,0.58
"362","Gustavia","Gustavia superba",25.3,0.58
"363","Gustavia","Gustavia superba",25.3,0.58
"364","Gustavia","Gustavia superba",25.3,0.58
"365","Gustavia","Gustavia superba",25.4,0.58
"366","Gustavia","Gustavia superba",25.5,0.58
"367","Gustavia","Gustavia superba",25.5,0.58
"368","Gustavia","Gustavia superba",25.5,0.58
"369","Gustavia","Gustavia superba",25.6,0.58
"370","Gustavia","Gustavia superba",25.6,0.58
"371","Gustavia","Gustavia superba",25.7,0.58
"372","Gustavia","Gustavia superba",25.7,0.58
"373","Gustavia","Gustavia superba",25.8,0.58
"374","Gustavia","Gustavia superba",25.8,0.58
"375","Gustavia","Gustavia superba",25.8,0.58
"376","Gustavia","Gustavia superba",25.8,0.58
"377","Gustavia","Gustavia superba",25.8,0.58
"378","Gustavia","Gustavia superba",25.9,0.58
"379","Gustavia","Gustavia superba",26,0.58
"380","Gustavia","Gustavia superba",26,0.58
"381","Gustavia","Gustavia superba",26,0.58
"382","Gustavia","Gustavia superba",26.1,0.58
"383","Gustavia","Gustavia superba",26.2,0.58
"384","Gustavia","Gustavia superba",26.2,0.58
"385","Gustavia","Gustavia superba",26.4,0.58
"386","Gustavia","Gustavia superba",26.4,0.58
"387","Gustavia","Gustavia superba",26.5,0.58
"388","Gustavia","Gustavia superba",26.5,0.58
"389","Gustavia","Gustavia superba",26.7,0.58
"390","Gustavia","Gustavia superba",26.7,0.58
"391","Gustavia","Gustavia superba",26.8,0.58
"392","Gustavia","Gustavia superba",26.9,0.58
"393","Gustavia","Gustavia superba",27.1,0.58
"394","Gustavia","Gustavia superba",27.1,0.58
"395","Gustavia","Gustavia superba",27.1,0.58
"396","Gustavia","Gustavia superba",27.3,0.58
"397","Gustavia","Gustavia superba",27.3,0.58
"398","Gustavia","Gustavia superba",27.3,0.58
"399","Gustavia","Gustavia superba",27.3,0.58
"400","Gustavia","Gustavia superba",27.3,0.58
"401","Gustavia","Gustavia superba",27.3,0.58
"402","Gustavia","Gustavia superba",27.3,0.58
"403","Gustavia","Gustavia superba",27.3,0.58
"404","Gustavia","Gustavia superba",27.4,0.58
"405","Gustavia","Gustavia superba",27.5,0.58
"406","Gustavia","Gustavia superba",27.6,0.58
"407","Gustavia","Gustavia superba",27.8,0.58
"408","Gustavia","Gustavia superba",27.8,0.58
"409","Gustavia","Gustavia superba",27.9,0.58
"410","Gustavia","Gustavia superba",28,0.58
"411","Gustavia","Gustavia superba",28.1,0.58
"412","Gustavia","Gustavia superba",28.1,0.58
"413","Gustavia","Gustavia superba",28.2,0.58
"414","Gustavia","Gustavia superba",28.3,0.58
"415","Gustavia","Gustavia superba",28.5,0.58
"416","Gustavia","Gustavia superba",28.6,0.58
"417","Gustavia","Gustavia superba",28.6,0.58
"418","Gustavia","Gustavia superba",28.9,0.58
"419","Gustavia","Gustavia superba",29,0.58
"420","Gustavia","Gustavia superba",29,0.58
"421","Gustavia","Gustavia superba",29.3,0.58
"422","Gustavia","Gustavia superba",29.3,0.58
"423","Gustavia","Gustavia superba",29.3,0.58
"424","Gustavia","Gustavia superba",29.3,0.58
"425","Gustavia","Gustavia superba",29.3,0.58
"426","Gustavia","Gustavia superba",29.5,0.58
"427","Gustavia","Gustavia superba",29.6,0.58
"428","Gustavia","Gustavia superba",30.2,0.58
"429","Gustavia","Gustavia superba",30.4,0.58
"430","Gustavia","Gustavia superba",30.5,0.58
"431","Gustavia","Gustavia superba",30.6,0.58
"432","Gustavia","Gustavia superba",30.6,0.58
"433","Gustavia","Gustavia superba",31,0.58
"434","Gustavia","Gustavia superba",31,0.58
"435","Gustavia","Gustavia superba",31,0.58
"436","Gustavia","Gustavia superba",31.1,0.58
"437","Gustavia","Gustavia superba",31.3,0.58
"438","Gustavia","Gustavia superba",31.3,0.58
"439","Gustavia","Gustavia superba",31.4,0.58
"440","Gustavia","Gustavia superba",31.4,0.58
"441","Gustavia","Gustavia superba",31.6,0.58
"442","Gustavia","Gustavia superba",31.7,0.58
"443","Gustavia","Gustavia superba",31.8,0.58
"444","Gustavia","Gustavia superba",31.8,0.58
"445","Gustavia","Gustavia superba",31.9,0.58
"446","Gustavia","Gustavia superba",32.6,0.58
"447","Gustavia","Gustavia superba",33.1,0.58
"448","Gustavia","Gustavia superba",33.2,0.58
"449","Gustavia","Gustavia superba",33.7,0.58
"450","Gustavia","Gustavia superba",33.8,0.58
"451","Gustavia","Gustavia superba",34,0.58
"452","Gustavia","Gustavia superba",34.1,0.58
"453","Gustavia","Gustavia superba",34.3,0.58
"454","Gustavia","Gustavia superba",34.4,0.58
"455","Gustavia","Gustavia superba",35.1,0.58
"456","Gustavia","Gustavia superba",35.2,0.58
"457","Gustavia","Gustavia superba",35.4,0.58
"458","Gustavia","Gustavia superba",35.5,0.58
"459","Gustavia","Gustavia superba",35.9,0.58
"460","Gustavia","Gustavia superba",35.9,0.58
"461","Gustavia","Gustavia superba",36.2,0.58
"462","Gustavia","Gustavia superba",36.9,0.58
"463","Gustavia","Gustavia superba",37.4,0.58
"464","Gustavia","Gustavia superba",37.7,0.58
"465","Gustavia","Gustavia superba",38,0.58
"466","Gustavia","Gustavia superba",38,0.58
"467","Gustavia","Gustavia superba",38.8,0.58
"468","Gustavia","Gustavia superba",39.5,0.58
"469","Gustavia","Gustavia superba",39.9,0.58
"470","Gustavia","Gustavia superba",40.6,0.58
"471","Gustavia","Gustavia superba",41.7,0.58
"472","Gustavia","Gustavia superba",45.6,0.58
"473","Gustavia","Gustavia superba",45.6,0.58
"474","Brosimum","Brosimum alicastrum",20,0.6
"475","Brosimum","Brosimum alicastrum",20.9,0.6
"476","Brosimum","Brosimum alicastrum",21.1,0.6
"477","Brosimum","Brosimum alicastrum",21.5,0.6
"478","Brosimum","Brosimum alicastrum",21.6,0.6
"479","Brosimum","Brosimum alicastrum",21.7,0.6
"480","Brosimum","Brosimum alicastrum",21.8,0.6
"481","Brosimum","Brosimum alicastrum",22.2,0.6
"482","Brosimum","Brosimum alicastrum",23.4,0.6
"483","Brosimum","Brosimum alicastrum",23.5,0.6
"484","Brosimum","Brosimum alicastrum",24.1,0.6
"485","Brosimum","Brosimum alicastrum",25,0.6
"486","Brosimum","Brosimum alicastrum",25.3,0.6
"487","Brosimum","Brosimum alicastrum",27.7,0.6
"488","Brosimum","Brosimum alicastrum",28,0.6
"489","Brosimum","Brosimum alicastrum",31.8,0.6
"490","Brosimum","Brosimum alicastrum",33.3,0.6
"491","Brosimum","Brosimum alicastrum",34.2,0.6
"492","Brosimum","Brosimum alicastrum",37.1,0.6
"493","Brosimum","Brosimum alicastrum",40.3,0.6
"494","Brosimum","Brosimum alicastrum",40.6,0.6
"495","Brosimum","Brosimum alicastrum",42.5,0.6
"496","Brosimum","Brosimum alicastrum",43.2,0.6
"497","Brosimum","Brosimum alicastrum",44,0.6
"498","Brosimum","Brosimum alicastrum",44,0.6
"499","Brosimum","Brosimum alicastrum",45.3,0.6
"500","Brosimum","Brosimum alicastrum",47.5,0.6
"501","Brosimum","Brosimum alicastrum",48.5,0.6
"502","Brosimum","Brosimum alicastrum",54.5,0.6
"503","Brosimum","Brosimum alicastrum",57.8,0.6
"504","Brosimum","Brosimum alicastrum",61.7,0.6
"505","Brosimum","Brosimum alicastrum",62.4,0.6
"506","Brosimum","Brosimum alicastrum",63,0.6
"507","Brosimum","Brosimum alicastrum",65.2,0.6
"508","Brosimum","Brosimum alicastrum",68.2,0.6
"509","Brosimum","Brosimum alicastrum",68.5,0.6
"510","Brosimum","Brosimum alicastrum",69.8,0.6
"511","Brosimum","Brosimum alicastrum",70.5,0.6
"512","Brosimum","Brosimum alicastrum",72.5,0.6
"513","Brosimum","Brosimum alicastrum",73,0.6
"514","Brosimum","Brosimum alicastrum",75,0.6
"515","Brosimum","Brosimum alicastrum",76.4,0.6
"516","Brosimum","Brosimum alicastrum",78,0.6
"517","Brosimum","Brosimum alicastrum",78.2,0.6
"518","Brosimum","Brosimum alicastrum",79.4,0.6
"519","Brosimum","Brosimum alicastrum",79.5,0.6
"520","Brosimum","Brosimum alicastrum",80.8,0.6
"521","Brosimum","Brosimum alicastrum",84,0.6
"522","Brosimum","Brosimum alicastrum",84.4,0.6
"523","Brosimum","Brosimum alicastrum",86,0.6
"524","Brosimum","Brosimum alicastrum",88.5,0.6
"525","Brosimum","Brosimum alicastrum",95.4,0.6
"526","Brosimum","Brosimum alicastrum",107.5,0.6
"527","Brosimum","Brosimum alicastrum",109.4,0.6
"528","Brosimum","Brosimum alicastrum",110.2,0.6
"529","Brosimum","Brosimum alicastrum",111.6,0.6
"530","Brosimum","Brosimum alicastrum",112.2,0.6
"531","Brosimum","Brosimum alicastrum",116.1,0.6
"532","Brosimum","Brosimum alicastrum",120,0.6
"533","Brosimum","Brosimum alicastrum",121,0.6
"534","Brosimum","Brosimum alicastrum",133.8,0.6
"535","Drypetes","Drypetes standleyi",20,0.675
"536","Drypetes","Drypetes standleyi",20,0.675
"537","Drypetes","Drypetes standleyi",20,0.675
"538","Drypetes","Drypetes standleyi",20.1,0.675
"539","Drypetes","Drypetes standleyi",20.2,0.675
"540","Drypetes","Drypetes standleyi",20.3,0.675
"541","Drypetes","Drypetes standleyi",20.4,0.675
"542","Drypetes","Drypetes standleyi",20.5,0.675
"543","Drypetes","Drypetes standleyi",20.5,0.675
"544","Drypetes","Drypetes standleyi",20.5,0.675
"545","Drypetes","Drypetes standleyi",20.5,0.675
"546","Drypetes","Drypetes standleyi",20.8,0.675
"547","Drypetes","Drypetes standleyi",20.9,0.675
"548","Drypetes","Drypetes standleyi",21,0.675
"549","Drypetes","Drypetes standleyi",21.1,0.675
