"","genus","species","DBH","wd"
"2234","Alseis","Alseis blackiana",48,0.536
"2235","Alseis","Alseis blackiana",48.1,0.536
"2236","Alseis","Alseis blackiana",48.6,0.536
"2237","Alseis","Alseis blackiana",48.7,0.536
"2238","Alseis","Alseis blackiana",49,0.536
"2239","Alseis","Alseis blackiana",49,0.536
"2240","Alseis","Alseis blackiana",49,0.536
"2241","Alseis","Alseis blackiana",49.1,0.536
"2242","Alseis","Alseis blackiana",49.2,0.536
"2243","Alseis","Alseis blackiana",49.2,0.536
"2244","Alseis","Alseis blackiana",49.2,0.536
"2245","Alseis","Alseis blackiana",49.2,0.536
"2246","Alseis","Alseis blackiana",49.3,0.536
"2247","Alseis","Alseis blackiana",49.5,0.536
"2248","Alseis","Alseis blackiana",49.9,0.536
"2249","Alseis","Alseis blackiana",49.9,0.536
"2250","Alseis","Alseis blackiana",49.9,0.536
"2251","Alseis","Alseis blackiana",50,0.536
"2252","Alseis","Alseis blackiana",50,0.536
"2253","Alseis","Alseis blackiana",50.4,0.536
"2254","Alseis","Alseis blackiana",50.4,0.536
"2255","Alseis","Alseis blackiana",50.4,0.536
"2256","Alseis","Alseis blackiana",50.5,0.536
"2257","Alseis","Alseis blackiana",50.6,0.536
"2258","Alseis","Alseis blackiana",51.7,0.536
"2259","Alseis","Alseis blackiana",51.8,0.536
"2260","Alseis","Alseis blackiana",52,0.536
"2261","Alseis","Alseis blackiana",52.3,0.536
"2262","Alseis","Alseis blackiana",52.5,0.536
"2263","Alseis","Alseis blackiana",52.8,0.536
"2264","Alseis","Alseis blackiana",54,0.536
"2265","Alseis","Alseis blackiana",54,0.536
"2266","Alseis","Alseis blackiana",54.2,0.536
"2267","Alseis","Alseis blackiana",54.3,0.536
"2268","Alseis","Alseis blackiana",54.4,0.536
"2269","Alseis","Alseis blackiana",54.6,0.536
"2270","Alseis","Alseis blackiana",54.8,0.536
"2271","Alseis","Alseis blackiana",54.9,0.536
"2272","Alseis","Alseis blackiana",54.9,0.536
"2273","Alseis","Alseis blackiana",55,0.536
"2274","Alseis","Alseis blackiana",55.5,0.536
"2275","Alseis","Alseis blackiana",56.1,0.536
"2276","Alseis","Alseis blackiana",56.5,0.536
"2277","Alseis","Alseis blackiana",56.9,0.536
"2278","Alseis","Alseis blackiana",57,0.536
"2279","Alseis","Alseis blackiana",58,0.536
"2280","Alseis","Alseis blackiana",58.8,0.536
"2281","Alseis","Alseis blackiana",58.9,0.536
"2282","Alseis","Alseis blackiana",59.1,0.536
"2283","Alseis","Alseis blackiana",59.2,0.536
"2284","Alseis","Alseis blackiana",59.2,0.536
"2285","Alseis","Alseis blackiana",59.8,0.536
"2286","Alseis","Alseis blackiana",59.9,0.536
"2287","Alseis","Alseis blackiana",60.4,0.536
"2288","Alseis","Alseis blackiana",61.4,0.536
"2289","Alseis","Alseis blackiana",61.5,0.536
"2290","Alseis","Alseis blackiana",61.8,0.536
"2291","Alseis","Alseis blackiana",63,0.536
"2292","Alseis","Alseis blackiana",63.1,0.536
"2293","Alseis","Alseis blackiana",63.7,0.536
"2294","Alseis","Alseis blackiana",64,0.536
"2295","Alseis","Alseis blackiana",64.2,0.536
"2296","Alseis","Alseis blackiana",64.3,0.536
"2297","Alseis","Alseis blackiana",64.8,0.536
"2298","Alseis","Alseis blackiana",65.6,0.536
"2299","Alseis","Alseis blackiana",68.5,0.536
"2300","Alseis","Alseis blackiana",69,0.536
"2301","Alseis","Alseis blackiana",71.2,0.536
"2302","Alseis","Alseis blackiana",71.5,0.536
"2303","Alseis","Alseis blackiana",74.1,0.536
"2304","Alseis","Alseis blackiana",74.6,0.536
"2305","Alseis","Alseis blackiana",76,0.536
"2306","Alseis","Alseis blackiana",76.7,0.536
"2307","Alseis","Alseis blackiana",78.2,0.536
"2308","Alseis","Alseis blackiana",93,0.536
"2309","Guatteria","Guatteria dumetorum",20,0.569666666666667
"2310","Guatteria","Guatteria dumetorum",20.2,0.569666666666667
"2311","Guatteria","Guatteria dumetorum",20.4,0.569666666666667
"2312","Guatteria","Guatteria dumetorum",21,0.569666666666667
"2313","Guatteria","Guatteria dumetorum",21,0.569666666666667
"2314","Guatteria","Guatteria dumetorum",21.1,0.569666666666667
"2315","Guatteria","Guatteria dumetorum",21.6,0.569666666666667
"2316","Guatteria","Guatteria dumetorum",21.6,0.569666666666667
"2317","Guatteria","Guatteria dumetorum",22.1,0.569666666666667
"2318","Guatteria","Guatteria dumetorum",22.5,0.569666666666667
"2319","Guatteria","Guatteria dumetorum",22.5,0.569666666666667
"2320","Guatteria","Guatteria dumetorum",22.6,0.569666666666667
"2321","Guatteria","Guatteria dumetorum",22.8,0.569666666666667
"2322","Guatteria","Guatteria dumetorum",23.2,0.569666666666667
"2323","Guatteria","Guatteria dumetorum",23.5,0.569666666666667
"2324","Guatteria","Guatteria dumetorum",23.6,0.569666666666667
"2325","Guatteria","Guatteria dumetorum",23.8,0.569666666666667
"2326","Guatteria","Guatteria dumetorum",24.4,0.569666666666667
"2327","Guatteria","Guatteria dumetorum",24.5,0.569666666666667
"2328","Guatteria","Guatteria dumetorum",24.5,0.569666666666667
"2329","Guatteria","Guatteria dumetorum",25,0.569666666666667
"2330","Guatteria","Guatteria dumetorum",25.2,0.569666666666667
"2331","Guatteria","Guatteria dumetorum",25.4,0.569666666666667
"2332","Guatteria","Guatteria dumetorum",26.4,0.569666666666667
"2333","Guatteria","Guatteria dumetorum",27.5,0.569666666666667
"2334","Guatteria","Guatteria dumetorum",27.9,0.569666666666667
"2335","Guatteria","Guatteria dumetorum",28.6,0.569666666666667
"2336","Guatteria","Guatteria dumetorum",28.6,0.569666666666667
"2337","Guatteria","Guatteria dumetorum",28.9,0.569666666666667
"2338","Guatteria","Guatteria dumetorum",30.8,0.569666666666667
"2339","Guatteria","Guatteria dumetorum",31,0.569666666666667
"2340","Guatteria","Guatteria dumetorum",31,0.569666666666667
"2341","Guatteria","Guatteria dumetorum",31.8,0.569666666666667
"2342","Guatteria","Guatteria dumetorum",33.2,0.569666666666667
"2343","Guatteria","Guatteria dumetorum",33.7,0.569666666666667
"2344","Guatteria","Guatteria dumetorum",34.5,0.569666666666667
"2345","Guatteria","Guatteria dumetorum",36.3,0.569666666666667
"2346","Guatteria","Guatteria dumetorum",36.6,0.569666666666667
"2347","Guatteria","Guatteria dumetorum",37.4,0.569666666666667
"2348","Guatteria","Guatteria dumetorum",38.1,0.569666666666667
"2349","Guatteria","Guatteria dumetorum",38.4,0.569666666666667
"2350","Guatteria","Guatteria dumetorum",39.2,0.569666666666667
"2351","Guatteria","Guatteria dumetorum",39.5,0.569666666666667
"2352","Guatteria","Guatteria dumetorum",40.1,0.569666666666667
"2353","Guatteria","Guatteria dumetorum",40.8,0.569666666666667
"2354","Guatteria","Guatteria dumetorum",41.5,0.569666666666667
"2355","Guatteria","Guatteria dumetorum",41.7,0.569666666666667
"2356","Guatteria","Guatteria dumetorum",42,0.569666666666667
"2357","Guatteria","Guatteria dumetorum",44,0.569666666666667
"2358","Guatteria","Guatteria dumetorum",45,0.569666666666667
"2359","Guatteria","Guatteria dumetorum",46.3,0.569666666666667
"2360","Guatteria","Guatteria dumetorum",46.8,0.569666666666667
"2361","Guatteria","Guatteria dumetorum",47.1,0.569666666666667
"2362","Guatteria","Guatteria dumetorum",47.2,0.569666666666667
"2363","Guatteria","Guatteria dumetorum",48.1,0.569666666666667
"2364","Guatteria","Guatteria dumetorum",48.4,0.569666666666667
"2365","Guatteria","Guatteria dumetorum",48.4,0.569666666666667
"2366","Guatteria","Guatteria dumetorum",49.5,0.569666666666667
"2367","Guatteria","Guatteria dumetorum",50.7,0.569666666666667
"2368","Guatteria","Guatteria dumetorum",50.8,0.569666666666667
"2369","Guatteria","Guatteria dumetorum",52.2,0.569666666666667
"2370","Guatteria","Guatteria dumetorum",52.8,0.569666666666667
"2371","Guatteria","Guatteria dumetorum",56,0.569666666666667
"2372","Guatteria","Guatteria dumetorum",57.3,0.569666666666667
"2373","Guatteria","Guatteria dumetorum",57.7,0.569666666666667
"2374","Guatteria","Guatteria dumetorum",58.3,0.569666666666667
"2375","Guatteria","Guatteria dumetorum",60,0.569666666666667
"2376","Guatteria","Guatteria dumetorum",62,0.569666666666667
"2377","Guatteria","Guatteria dumetorum",62,0.569666666666667
"2378","Guatteria","Guatteria dumetorum",62.6,0.569666666666667
"2379","Guatteria","Guatteria dumetorum",63.3,0.569666666666667
"2380","Guatteria","Guatteria dumetorum",65.8,0.569666666666667
"2381","Guatteria","Guatteria dumetorum",74,0.569666666666667
"2382","Protium","Protium tenuifolium",20,0.57
"2383","Protium","Protium tenuifolium",20.2,0.57
"2384","Protium","Protium tenuifolium",20.3,0.57
"2385","Protium","Protium tenuifolium",20.3,0.57
"2386","Protium","Protium tenuifolium",20.4,0.57
"2387","Protium","Protium tenuifolium",20.4,0.57
"2388","Protium","Protium tenuifolium",20.4,0.57
"2389","Protium","Protium tenuifolium",20.5,0.57
"2390","Protium","Protium tenuifolium",20.5,0.57
"2391","Protium","Protium tenuifolium",20.6,0.57
"2392","Protium","Protium tenuifolium",20.7,0.57
"2393","Protium","Protium tenuifolium",20.8,0.57
"2394","Protium","Protium tenuifolium",20.8,0.57
"2395","Protium","Protium tenuifolium",20.8,0.57
"2396","Protium","Protium tenuifolium",20.9,0.57
"2397","Protium","Protium tenuifolium",20.9,0.57
"2398","Protium","Protium tenuifolium",21,0.57
"2399","Protium","Protium tenuifolium",21,0.57
"2400","Protium","Protium tenuifolium",21,0.57
"2401","Protium","Protium tenuifolium",21.1,0.57
"2402","Protium","Protium tenuifolium",21.2,0.57
"2403","Protium","Protium tenuifolium",21.4,0.57
"2404","Protium","Protium tenuifolium",21.4,0.57
"2405","Protium","Protium tenuifolium",21.5,0.57
"2406","Protium","Protium tenuifolium",21.5,0.57
"2407","Protium","Protium tenuifolium",21.6,0.57
"2408","Protium","Protium tenuifolium",21.6,0.57
"2409","Protium","Protium tenuifolium",21.6,0.57
"2410","Protium","Protium tenuifolium",21.7,0.57
"2411","Protium","Protium tenuifolium",21.8,0.57
"2412","Protium","Protium tenuifolium",21.8,0.57
"2413","Protium","Protium tenuifolium",21.8,0.57
"2414","Protium","Protium tenuifolium",21.8,0.57
"2415","Protium","Protium tenuifolium",21.9,0.57
"2416","Protium","Protium tenuifolium",22,0.57
"2417","Protium","Protium tenuifolium",22,0.57
"2418","Protium","Protium tenuifolium",22.1,0.57
"2419","Protium","Protium tenuifolium",22.1,0.57
"2420","Protium","Protium tenuifolium",22.2,0.57
"2421","Protium","Protium tenuifolium",22.4,0.57
"2422","Protium","Protium tenuifolium",22.6,0.57
"2423","Protium","Protium tenuifolium",22.6,0.57
"2424","Protium","Protium tenuifolium",22.7,0.57
"2425","Protium","Protium tenuifolium",22.7,0.57
"2426","Protium","Protium tenuifolium",22.7,0.57
"2427","Protium","Protium tenuifolium",22.8,0.57
"2428","Protium","Protium tenuifolium",22.8,0.57
"2429","Protium","Protium tenuifolium",22.8,0.57
"2430","Protium","Protium tenuifolium",22.8,0.57
"2431","Protium","Protium tenuifolium",22.8,0.57
"2432","Protium","Protium tenuifolium",22.9,0.57
"2433","Protium","Protium tenuifolium",23,0.57
"2434","Protium","Protium tenuifolium",23,0.57
"2435","Protium","Protium tenuifolium",23.3,0.57
"2436","Protium","Protium tenuifolium",23.5,0.57
"2437","Protium","Protium tenuifolium",23.5,0.57
"2438","Protium","Protium tenuifolium",23.5,0.57
"2439","Protium","Protium tenuifolium",23.5,0.57
"2440","Protium","Protium tenuifolium",23.5,0.57
"2441","Protium","Protium tenuifolium",23.6,0.57
"2442","Protium","Protium tenuifolium",23.8,0.57
"2443","Protium","Protium tenuifolium",23.8,0.57
"2444","Protium","Protium tenuifolium",23.9,0.57
"2445","Protium","Protium tenuifolium",24,0.57
"2446","Protium","Protium tenuifolium",24,0.57
"2447","Protium","Protium tenuifolium",24,0.57
"2448","Protium","Protium tenuifolium",24,0.57
"2449","Protium","Protium tenuifolium",24.2,0.57
"2450","Protium","Protium tenuifolium",24.2,0.57
"2451","Protium","Protium tenuifolium",24.2,0.57
"2452","Protium","Protium tenuifolium",24.3,0.57
"2453","Protium","Protium tenuifolium",24.3,0.57
"2454","Protium","Protium tenuifolium",24.5,0.57
"2455","Protium","Protium tenuifolium",24.6,0.57
"2456","Protium","Protium tenuifolium",24.6,0.57
"2457","Protium","Protium tenuifolium",24.7,0.57
"2458","Protium","Protium tenuifolium",24.7,0.57
"2459","Protium","Protium tenuifolium",24.8,0.57
"2460","Protium","Protium tenuifolium",24.9,0.57
"2461","Protium","Protium tenuifolium",24.9,0.57
"2462","Protium","Protium tenuifolium",25,0.57
"2463","Protium","Protium tenuifolium",25.1,0.57
"2464","Protium","Protium tenuifolium",25.1,0.57
"2465","Protium","Protium tenuifolium",25.1,0.57
"2466","Protium","Protium tenuifolium",25.2,0.57
"2467","Protium","Protium tenuifolium",25.4,0.57
"2468","Protium","Protium tenuifolium",25.4,0.57
"2469","Protium","Protium tenuifolium",25.4,0.57
"2470","Protium","Protium tenuifolium",25.5,0.57
"2471","Protium","Protium tenuifolium",25.5,0.57
"2472","Protium","Protium tenuifolium",25.5,0.57
"2473","Protium","Protium tenuifolium",25.5,0.57
"2474","Protium","Protium tenuifolium",25.5,0.57
"2475","Protium","Protium tenuifolium",25.8,0.57
"2476","Protium","Protium tenuifolium",25.8,0.57
"2477","Protium","Protium tenuifolium",25.8,0.57
"2478","Protium","Protium tenuifolium",25.9,0.57
"2479","Protium","Protium tenuifolium",26.4,0.57
"2480","Protium","Protium tenuifolium",26.5,0.57
"2481","Protium","Protium tenuifolium",26.5,0.57
"2482","Protium","Protium tenuifolium",26.6,0.57
"2483","Protium","Protium tenuifolium",26.9,0.57
"2484","Protium","Protium tenuifolium",27,0.57
"2485","Protium","Protium tenuifolium",27,0.57
"2486","Protium","Protium tenuifolium",27,0.57
"2487","Protium","Protium tenuifolium",27.3,0.57
"2488","Protium","Protium tenuifolium",27.4,0.57
"2489","Protium","Protium tenuifolium",27.4,0.57
"2490","Protium","Protium tenuifolium",27.6,0.57
"2491","Protium","Protium tenuifolium",27.7,0.57
"2492","Protium","Protium tenuifolium",27.8,0.57
"2493","Protium","Protium tenuifolium",27.8,0.57
"2494","Protium","Protium tenuifolium",27.8,0.57
"2495","Protium","Protium tenuifolium",27.9,0.57
"2496","Protium","Protium tenuifolium",28,0.57
"2497","Protium","Protium tenuifolium",28.3,0.57
"2498","Protium","Protium tenuifolium",28.4,0.57
"2499","Protium","Protium tenuifolium",28.6,0.57
"2500","Protium","Protium tenuifolium",28.7,0.57
"2501","Protium","Protium tenuifolium",28.7,0.57
"2502","Protium","Protium tenuifolium",28.8,0.57
"2503","Protium","Protium tenuifolium",29.2,0.57
"2504","Protium","Protium tenuifolium",29.2,0.57
"2505","Protium","Protium tenuifolium",29.2,0.57
"2506","Protium","Protium tenuifolium",29.2,0.57
"2507","Protium","Protium tenuifolium",29.3,0.57
"2508","Protium","Protium tenuifolium",29.7,0.57
"2509","Protium","Protium tenuifolium",29.7,0.57
"2510","Protium","Protium tenuifolium",29.8,0.57
"2511","Protium","Protium tenuifolium",30,0.57
"2512","Protium","Protium tenuifolium",30.3,0.57
"2513","Protium","Protium tenuifolium",30.3,0.57
"2514","Protium","Protium tenuifolium",30.5,0.57
"2515","Protium","Protium tenuifolium",30.6,0.57
"2516","Protium","Protium tenuifolium",30.6,0.57
"2517","Protium","Protium tenuifolium",30.8,0.57
"2518","Protium","Protium tenuifolium",30.8,0.57
"2519","Protium","Protium tenuifolium",31.2,0.57
"2520","Protium","Protium tenuifolium",31.2,0.57
"2521","Protium","Protium tenuifolium",31.3,0.57
"2522","Protium","Protium tenuifolium",31.4,0.57
"2523","Protium","Protium tenuifolium",31.5,0.57
"2524","Protium","Protium tenuifolium",31.5,0.57
"2525","Protium","Protium tenuifolium",31.9,0.57
"2526","Protium","Protium tenuifolium",32.1,0.57
"2527","Protium","Protium tenuifolium",32.2,0.57
"2528","Protium","Protium tenuifolium",32.3,0.57
"2529","Protium","Protium tenuifolium",32.5,0.57
"2530","Protium","Protium tenuifolium",32.7,0.57
"2531","Protium","Protium tenuifolium",32.9,0.57
"2532","Protium","Protium tenuifolium",33,0.57
"2533","Protium","Protium tenuifolium",33,0.57
"2534","Protium","Protium tenuifolium",33.1,0.57
"2535","Protium","Protium tenuifolium",33.5,0.57
"2536","Protium","Protium tenuifolium",33.5,0.57
"2537","Protium","Protium tenuifolium",33.8,0.57
"2538","Protium","Protium tenuifolium",33.8,0.57
"2539","Protium","Protium tenuifolium",34,0.57
"2540","Protium","Protium tenuifolium",34.1,0.57
"2541","Protium","Protium tenuifolium",34.1,0.57
"2542","Protium","Protium tenuifolium",34.2,0.57
"2543","Protium","Protium tenuifolium",34.3,0.57
"2544","Protium","Protium tenuifolium",34.3,0.57
"2545","Protium","Protium tenuifolium",34.7,0.57
"2546","Protium","Protium tenuifolium",35.1,0.57
"2547","Protium","Protium tenuifolium",35.2,0.57
"2548","Protium","Protium tenuifolium",35.2,0.57
"2549","Protium","Protium tenuifolium",35.6,0.57
"2550","Protium","Protium tenuifolium",36.2,0.57
"2551","Protium","Protium tenuifolium",36.5,0.57
"2552","Protium","Protium tenuifolium",36.5,0.57
"2553","Protium","Protium tenuifolium",36.6,0.57
"2554","Protium","Protium tenuifolium",37.3,0.57
"2555","Protium","Protium tenuifolium",37.3,0.57
"2556","Protium","Protium tenuifolium",37.7,0.57
"2557","Protium","Protium tenuifolium",37.7,0.57
"2558","Protium","Protium tenuifolium",37.9,0.57
"2559","Protium","Protium tenuifolium",38,0.57
"2560","Protium","Protium tenuifolium",38.5,0.57
"2561","Protium","Protium tenuifolium",39,0.57
"2562","Protium","Protium tenuifolium",39.2,0.57
"2563","Protium","Protium tenuifolium",39.5,0.57
"2564","Protium","Protium tenuifolium",40.5,0.57
"2565","Protium","Protium tenuifolium",40.5,0.57
"2566","Protium","Protium tenuifolium",42.6,0.57
"2567","Protium","Protium tenuifolium",42.8,0.57
"2568","Protium","Protium tenuifolium",42.9,0.57
"2569","Protium","Protium tenuifolium",46.9,0.57
"2570","Protium","Protium tenuifolium",48,0.57
"2571","Protium","Protium tenuifolium",52,0.57
"2572","Quararibea","Quararibea asterolepis",20,0.454
"2573","Quararibea","Quararibea asterolepis",20.2,0.454
"2574","Quararibea","Quararibea asterolepis",20.2,0.454
"2575","Quararibea","Quararibea asterolepis",20.2,0.454
"2576","Quararibea","Quararibea asterolepis",20.2,0.454
"2577","Quararibea","Quararibea asterolepis",20.2,0.454
"2578","Quararibea","Quararibea asterolepis",20.4,0.454
"2579","Quararibea","Quararibea asterolepis",20.4,0.454
"2580","Quararibea","Quararibea asterolepis",20.4,0.454
"2581","Quararibea","Quararibea asterolepis",20.5,0.454
"2582","Quararibea","Quararibea asterolepis",20.5,0.454
"2583","Quararibea","Quararibea asterolepis",20.5,0.454
"2584","Quararibea","Quararibea asterolepis",20.5,0.454
"2585","Quararibea","Quararibea asterolepis",20.5,0.454
"2586","Quararibea","Quararibea asterolepis",20.7,0.454
"2587","Quararibea","Quararibea asterolepis",20.7,0.454
"2588","Quararibea","Quararibea asterolepis",20.8,0.454
"2589","Quararibea","Quararibea asterolepis",20.8,0.454
"2590","Quararibea","Quararibea asterolepis",20.8,0.454
"2591","Quararibea","Quararibea asterolepis",20.8,0.454
"2592","Quararibea","Quararibea asterolepis",20.9,0.454
"2593","Quararibea","Quararibea asterolepis",21,0.454
"2594","Quararibea","Quararibea asterolepis",21,0.454
"2595","Quararibea","Quararibea asterolepis",21,0.454
"2596","Quararibea","Quararibea asterolepis",21,0.454
"2597","Quararibea","Quararibea asterolepis",21.1,0.454
"2598","Quararibea","Quararibea asterolepis",21.2,0.454
"2599","Quararibea","Quararibea asterolepis",21.3,0.454
"2600","Quararibea","Quararibea asterolepis",21.3,0.454
"2601","Quararibea","Quararibea asterolepis",21.4,0.454
"2602","Quararibea","Quararibea asterolepis",21.5,0.454
"2603","Quararibea","Quararibea asterolepis",21.5,0.454
"2604","Quararibea","Quararibea asterolepis",21.5,0.454
"2605","Quararibea","Quararibea asterolepis",21.6,0.454
"2606","Quararibea","Quararibea asterolepis",21.7,0.454
"2607","Quararibea","Quararibea asterolepis",21.7,0.454
"2608","Quararibea","Quararibea asterolepis",21.8,0.454
"2609","Quararibea","Quararibea asterolepis",21.9,0.454
"2610","Quararibea","Quararibea asterolepis",22,0.454
"2611","Quararibea","Quararibea asterolepis",22,0.454
"2612","Quararibea","Quararibea asterolepis",22.1,0.454
"2613","Quararibea","Quararibea asterolepis",22.2,0.454
"2614","Quararibea","Quararibea asterolepis",22.2,0.454
"2615","Quararibea","Quararibea asterolepis",22.5,0.454
"2616","Quararibea","Quararibea asterolepis",22.6,0.454
"2617","Quararibea","Quararibea asterolepis",22.6,0.454
"2618","Quararibea","Quararibea asterolepis",22.7,0.454
"2619","Quararibea","Quararibea asterolepis",22.8,0.454
"2620","Quararibea","Quararibea asterolepis",22.8,0.454
"2621","Quararibea","Quararibea asterolepis",22.9,0.454
"2622","Quararibea","Quararibea asterolepis",23,0.454
"2623","Quararibea","Quararibea asterolepis",23.2,0.454
"2624","Quararibea","Quararibea asterolepis",23.4,0.454
"2625","Quararibea","Quararibea asterolepis",23.4,0.454
"2626","Quararibea","Quararibea asterolepis",23.4,0.454
"2627","Quararibea","Quararibea asterolepis",23.5,0.454
"2628","Quararibea","Quararibea asterolepis",23.6,0.454
"2629","Quararibea","Quararibea asterolepis",23.7,0.454
"2630","Quararibea","Quararibea asterolepis",23.9,0.454
"2631","Quararibea","Quararibea asterolepis",23.9,0.454
"2632","Quararibea","Quararibea asterolepis",23.9,0.454
"2633","Quararibea","Quararibea asterolepis",24,0.454
"2634","Quararibea","Quararibea asterolepis",24.1,0.454
"2635","Quararibea","Quararibea asterolepis",24.2,0.454
"2636","Quararibea","Quararibea asterolepis",24.2,0.454
"2637","Quararibea","Quararibea asterolepis",24.3,0.454
"2638","Quararibea","Quararibea asterolepis",24.3,0.454
"2639","Quararibea","Quararibea asterolepis",24.3,0.454
"2640","Quararibea","Quararibea asterolepis",24.3,0.454
"2641","Quararibea","Quararibea asterolepis",24.4,0.454
"2642","Quararibea","Quararibea asterolepis",24.4,0.454
"2643","Quararibea","Quararibea asterolepis",24.4,0.454
"2644","Quararibea","Quararibea asterolepis",24.5,0.454
"2645","Quararibea","Quararibea asterolepis",24.6,0.454
"2646","Quararibea","Quararibea asterolepis",24.6,0.454
"2647","Quararibea","Quararibea asterolepis",24.7,0.454
"2648","Quararibea","Quararibea asterolepis",24.8,0.454
"2649","Quararibea","Quararibea asterolepis",24.8,0.454
"2650","Quararibea","Quararibea asterolepis",24.8,0.454
"2651","Quararibea","Quararibea asterolepis",25,0.454
"2652","Quararibea","Quararibea asterolepis",25,0.454
"2653","Quararibea","Quararibea asterolepis",25.2,0.454
"2654","Quararibea","Quararibea asterolepis",25.3,0.454
"2655","Quararibea","Quararibea asterolepis",25.4,0.454
"2656","Quararibea","Quararibea asterolepis",25.5,0.454
"2657","Quararibea","Quararibea asterolepis",25.5,0.454
"2658","Quararibea","Quararibea asterolepis",25.6,0.454
"2659","Quararibea","Quararibea asterolepis",25.6,0.454
"2660","Quararibea","Quararibea asterolepis",25.8,0.454
"2661","Quararibea","Quararibea asterolepis",25.8,0.454
"2662","Quararibea","Quararibea asterolepis",25.8,0.454
"2663","Quararibea","Quararibea asterolepis",25.9,0.454
"2664","Quararibea","Quararibea asterolepis",25.9,0.454
"2665","Quararibea","Quararibea asterolepis",25.9,0.454
"2666","Quararibea","Quararibea asterolepis",26,0.454
"2667","Quararibea","Quararibea asterolepis",26.2,0.454
"2668","Quararibea","Quararibea asterolepis",26.3,0.454
"2669","Quararibea","Quararibea asterolepis",26.4,0.454
"2670","Quararibea","Quararibea asterolepis",26.5,0.454
"2671","Quararibea","Quararibea asterolepis",26.6,0.454
"2672","Quararibea","Quararibea asterolepis",26.7,0.454
"2673","Quararibea","Quararibea asterolepis",26.8,0.454
"2674","Quararibea","Quararibea asterolepis",26.8,0.454
"2675","Quararibea","Quararibea asterolepis",27,0.454
"2676","Quararibea","Quararibea asterolepis",27,0.454
"2677","Quararibea","Quararibea asterolepis",27,0.454
"2678","Quararibea","Quararibea asterolepis",27.3,0.454
"2679","Quararibea","Quararibea asterolepis",27.4,0.454
"2680","Quararibea","Quararibea asterolepis",27.5,0.454
"2681","Quararibea","Quararibea asterolepis",27.5,0.454
"2682","Quararibea","Quararibea asterolepis",27.7,0.454
"2683","Quararibea","Quararibea asterolepis",27.7,0.454
"2684","Quararibea","Quararibea asterolepis",27.8,0.454
"2685","Quararibea","Quararibea asterolepis",27.9,0.454
"2686","Quararibea","Quararibea asterolepis",28,0.454
"2687","Quararibea","Quararibea asterolepis",28,0.454
"2688","Quararibea","Quararibea asterolepis",28.1,0.454
"2689","Quararibea","Quararibea asterolepis",28.1,0.454
"2690","Quararibea","Quararibea asterolepis",28.2,0.454
"2691","Quararibea","Quararibea asterolepis",28.5,0.454
"2692","Quararibea","Quararibea asterolepis",28.6,0.454
"2693","Quararibea","Quararibea asterolepis",28.6,0.454
"2694","Quararibea","Quararibea asterolepis",28.7,0.454
"2695","Quararibea","Quararibea asterolepis",28.7,0.454
"2696","Quararibea","Quararibea asterolepis",28.8,0.454
"2697","Quararibea","Quararibea asterolepis",28.8,0.454
"2698","Quararibea","Quararibea asterolepis",28.8,0.454
"2699","Quararibea","Quararibea asterolepis",28.9,0.454
"2700","Quararibea","Quararibea asterolepis",29,0.454
"2701","Quararibea","Quararibea asterolepis",29,0.454
"2702","Quararibea","Quararibea asterolepis",29.1,0.454
"2703","Quararibea","Quararibea asterolepis",29.3,0.454
"2704","Quararibea","Quararibea asterolepis",29.4,0.454
"2705","Quararibea","Quararibea asterolepis",29.4,0.454
"2706","Quararibea","Quararibea asterolepis",29.4,0.454
"2707","Quararibea","Quararibea asterolepis",29.4,0.454
"2708","Quararibea","Quararibea asterolepis",29.5,0.454
"2709","Quararibea","Quararibea asterolepis",29.5,0.454
"2710","Quararibea","Quararibea asterolepis",29.5,0.454
"2711","Quararibea","Quararibea asterolepis",29.7,0.454
"2712","Quararibea","Quararibea asterolepis",29.7,0.454
"2713","Quararibea","Quararibea asterolepis",29.8,0.454
"2714","Quararibea","Quararibea asterolepis",29.8,0.454
"2715","Quararibea","Quararibea asterolepis",30,0.454
"2716","Quararibea","Quararibea asterolepis",30,0.454
"2717","Quararibea","Quararibea asterolepis",30.1,0.454
"2718","Quararibea","Quararibea asterolepis",30.2,0.454
"2719","Quararibea","Quararibea asterolepis",30.2,0.454
"2720","Quararibea","Quararibea asterolepis",30.2,0.454
"2721","Quararibea","Quararibea asterolepis",30.3,0.454
"2722","Quararibea","Quararibea asterolepis",30.3,0.454
"2723","Quararibea","Quararibea asterolepis",30.4,0.454
"2724","Quararibea","Quararibea asterolepis",30.6,0.454
"2725","Quararibea","Quararibea asterolepis",30.8,0.454
"2726","Quararibea","Quararibea asterolepis",30.8,0.454
"2727","Quararibea","Quararibea asterolepis",30.8,0.454
"2728","Quararibea","Quararibea asterolepis",30.8,0.454
"2729","Quararibea","Quararibea asterolepis",30.9,0.454
"2730","Quararibea","Quararibea asterolepis",30.9,0.454
"2731","Quararibea","Quararibea asterolepis",31,0.454
"2732","Quararibea","Quararibea asterolepis",31.2,0.454
"2733","Quararibea","Quararibea asterolepis",31.2,0.454
"2734","Quararibea","Quararibea asterolepis",31.4,0.454
"2735","Quararibea","Quararibea asterolepis",31.5,0.454
"2736","Quararibea","Quararibea asterolepis",31.5,0.454
"2737","Quararibea","Quararibea asterolepis",31.6,0.454
